target_id	length	eff_length	est_counts	tpm
Solyc03g034165.1.1	1203	954	32	1.70554
Solyc01g012640.2.1	561	312	0	0
Solyc05g023660.2.1	1239	990	0	0
Solyc11g008140.2.1	1826	1577	8	0.25794
Solyc02g062930.3.1	1567	1318	327	12.6152
Solyc08g066400.2.1	953	704	0	0
Solyc10g036690.2.1	93	5.90448	0	0
Solyc09g011710.3.1	939	690	677	49.8885
Solyc12g096860.2.1	2683	2434	33	0.689373
Solyc02g063040.3.1	1276	1027	362	17.9225
Solyc06g076840.2.1	2830	2581	0	0
Solyc01g056940.2.1	756	507	2255.25	226.177
Solyc06g054620.3.1	855	606	18	1.51029
Solyc01g056270.2.1	701	452	8	0.899938
Solyc01g020230.3.1	2531	2282	321.822	7.1707
Solyc01g014107.1.1	766	517	63	6.19599
Solyc06g052140.2.1	885	636	99.384	7.94548
Solyc05g052990.3.1	658	409	41	5.09708
Solyc06g033810.2.1	609	360	48.616	6.86653
Solyc01g009690.2.1	2586	2337	147.41	3.20722
Solyc02g078420.2.1	309	61.7147	0	0
Solyc07g041240.2.1	468	219	15.1215	3.51084
Solyc12g038770.2.1	729	480	0	0
Solyc06g052080.3.1	2780	2531	396	7.95544
Solyc11g020740.2.1	90	5.8148	0	0
Solyc01g014180.3.1	976	727	14266	997.766
Solyc12g038350.2.1	872	623	2	0.163231
Solyc03g031650.3.1	738	489	316	32.8579
Solyc11g072410.2.1	2582	2333	643.299	14.0204
Solyc06g008100.3.1	663	414	4	0.49127
Solyc09g083445.1.1	618	369	9	1.24016
Solyc06g064740.3.1	358	109.017	138.828	64.7505
Solyc02g062260.2.1	226	17.6374	0	0
Solyc11g006650.2.1	2753	2504	17	0.345204
Solyc10g008330.3.1	689	440	0	0
Solyc10g036640.2.1	240	21.2959	0	0
Solyc11g063580.2.1	291	47.0146	11	11.8965
Solyc01g111080.3.1	23222	22973	5078.13	11.2395
Solyc04g071540.3.1	3007	2758	183	3.37379
Solyc12g062470.2.1	485	236	2	0.430902
Solyc06g050840.3.1	977	728	13	0.907973
Solyc10g009530.3.1	1365	1116	0	0
Solyc07g052480.3.1	3041	2792	155.624	2.83414
Solyc01g008410.2.1	2163	1914	0	0
Solyc11g072650.2.1	1699	1450	4	0.140266
Solyc01g101080.2.1	666	417	20.2344	2.46726
Solyc06g011490.3.1	1249	1000	290	14.7455
Solyc09g020130.3.1	1655	1406	7164.82	259.108
Solyc11g012600.2.1	1028	779	0	0
Solyc03g096645.1.1	4058	3809	1849	24.6824
Solyc02g070420.2.1	1007	758	1	0.0670798
Solyc01g090710.3.1	1946	1697	3	0.0898877
Solyc05g013230.2.1	342	93.1033	0	0
Solyc11g028080.2.1	685	436	0	0
Solyc03g032030.3.1	1722	1473	248	8.56071
Solyc06g053950.2.1	645	396	1046	134.307
Solyc12g009050.2.1	2268	2019	2.05413	0.0517311
Solyc09g015100.3.1	446	197	114	29.4239
Solyc08g061740.2.1	261	29.1283	0	0
Solyc07g008020.3.1	817	568	4	0.358074
Solyc07g005470.3.1	2223	1974	1	0.0257581
Solyc12g042880.2.1	1074	825	19	1.17101
Solyc07g066275.1.1	1327	1078	974.445	45.962
Solyc01g017410.2.1	501	252	0	0
Solyc02g014490.3.1	2997	2748	5	0.0925154
Solyc07g014585.1.1	1067	818	17	1.05671
Solyc08g059780.2.1	1452	1203	0	0
Solyc02g080590.3.1	821	572	456	40.535
Solyc01g066580.2.1	135	7.54488	0	0
Solyc02g089930.3.1	2658	2409	1540	32.5046
Solyc04g081560.3.1	2712	2463	3	0.0619324
Solyc12g010740.2.1	949	700	225	16.3435
Solyc09g030420.3.1	357	108.019	3	1.41215
Solyc09g056430.3.1	1825	1576	177	5.71055
Solyc07g009280.3.1	518	269	0	0
Solyc07g032670.2.1	1243	994	56	2.86459
Solyc04g018000.2.1	1215	966	0	0
Solyc01g057490.3.1	442	193	42	11.065
Solyc04g006990.3.1	1321	1072	25	1.18579
Solyc04g009900.3.1	1390	1141	289.665	12.9084
Solyc02g021063.1.1	1655	1406	216.6	7.83311
Solyc04g072470.3.1	508	259	0	0
Solyc06g082020.3.1	489	240	1	0.21186
Solyc11g072800.2.1	4144	3895	2	0.0261086
Solyc08g080110.3.1	2880	2631	1343	25.9547
Solyc08g074680.2.1	5534	5285	0	0
Solyc00g005850.2.1	566	317	0	0
Solyc12g009745.1.1	2898	2649	29	0.556643
Solyc10g008210.3.1	4197	3948	0	0
Solyc06g072480.1.1	516	267	0	0
Solyc09g057715.1.1	519	270	0	0
Solyc05g015710.3.1	1126	877	370	21.4518
Solyc12g097070.2.1	1320	1071	100	4.74757
Solyc12g019340.1.1	183	10.9998	0	0
Solyc05g006260.1.1	183	10.9998	0	0
Solyc01g067380.3.1	1781	1532	1324	43.943
Solyc12g042120.2.1	508	259	84	16.4908
Solyc07g006800.1.1	1362	1113	0	0
Solyc09g009280.1.1	885	636	0	0
Solyc06g005070.2.1	2155	1906	1	0.0266771
Solyc11g066760.2.1	2304	2055	397	9.8229
Solyc06g071540.3.1	3375	3126	89	1.44764
Solyc09g065150.1.1	150	8.37643	0	0
Solyc10g081230.2.1	1185	936	0	0
Solyc01g106390.3.1	2020	1771	1601	45.9657
Solyc09g007080.3.1	5868	5619	774.254	7.00625
Solyc11g066500.2.1	3576	3327	1041	15.9096
Solyc01g102637.1.1	282	40.7328	3	3.74488
Solyc03g060510.3.1	1738	1489	134	4.57584
Solyc11g066460.1.1	651	402	152	19.2255
Solyc06g082800.3.1	1406	1157	1190	52.2967
Solyc01g105290.3.1	1594	1345	3457	130.689
Solyc08g062965.1.1	528	279	0	0
Solyc03g058900.2.1	501	252	0	0
Solyc11g011542.1.1	477	228	75	16.7258
Solyc03g007860.1.1	558	309	160	26.3283
Solyc06g048620.3.1	4542	4293	93	1.1015
Solyc03g006490.3.1	1155	906	43	2.41324
Solyc11g017373.1.1	738	489	56	5.82291
Solyc09g060100.3.1	5908	5659	498.962	4.48321
Solyc03g006950.2.1	2238	1989	0	0
Solyc03g114300.3.1	2676	2427	763	15.9851
Solyc02g011755.1.1	321	72.7051	0	0
Solyc11g010105.1.1	741	492	133	13.7451
Solyc09g092080.3.1	862	613	367.113	30.4509
Solyc05g055160.3.1	2243	1994	57916.1	1476.84
Solyc06g053780.3.1	2021	1772	30	0.860832
Solyc07g055920.3.1	1156	907	1436	80.5023
Solyc02g062040.3.1	1448	1199	373	15.818
Solyc05g046390.3.1	754	505	2262	227.752
Solyc09g042300.2.1	2512	2263	114.203	2.56598
Solyc03g044600.2.1	1206	957	10.0786	0.535488
Solyc11g067270.1.1	1293	1044	0	0
Solyc09g083370.3.1	1089	840	374.131	22.6467
Solyc09g018235.1.1	789	540	0	0
Solyc03g115845.1.1	300	54.0423	13	12.2312
Solyc07g065280.3.1	693	444	1541	176.474
Solyc10g018885.1.1	357	108.019	296	139.332
Solyc10g051050.2.1	2773	2524	102.92	2.07335
Solyc03g007680.3.1	1191	942	431	23.2642
Solyc03g115800.1.1	1281	1032	15	0.739048
Solyc05g005910.3.1	1815	1566	25.0691	0.81397
Solyc07g032300.1.1	213	15.0421	0	0
Solyc01g091860.3.1	3645	3396	623.875	9.34094
Solyc12g098660.2.1	1485	1236	131	5.38907
Solyc04g057890.3.1	4289	4040	1788.99	22.5158
Solyc06g008960.3.1	4420	4171	1560	19.0171
Solyc02g030520.1.1	69	5.25923	0	0
Solyc10g044967.1.1	720	471	0	0
Solyc07g026705.1.1	641	392	104	13.4899
Solyc07g039384.1.1	453	204	0	0
Solyc08g005440.3.1	3192	2943	11	0.190048
Solyc01g005610.3.1	1068	819	1	0.0620836
Solyc04g050345.1.1	390	141	0	0
Solyc10g086290.2.1	1363	1114	4	0.182573
Solyc12g035860.1.1	315	67.1199	0	0
Solyc05g016473.1.1	3230	2981	0	0
Solyc02g088954.1.1	675	426	9.50943	1.13503
Solyc08g082330.3.1	484	235	4	0.865472
Solyc05g026050.3.1	1505	1256	1464	59.2669
Solyc10g050630.1.1	315	67.1199	0	0
Solyc07g039540.1.1	246	23.2096	0	0
Solyc01g096185.1.1	435	186	152	41.552
Solyc07g021740.2.1	811	562	0	0
Solyc02g062375.1.1	3217	2968	2828.21	48.4516
Solyc12g009620.2.1	1820	1571	1077	34.8578
Solyc05g012170.2.1	783	534	0	0
Solyc01g103803.1.1	699	450	0	0
Solyc12g087900.2.1	1377	1128	0	0
Solyc09g090660.3.1	2092	1843	1857.91	51.2577
Solyc02g081700.1.1	747	498	1267	129.362
Solyc08g079580.1.1	447	198	0	0
Solyc04g057880.3.1	6172	5923	699.01	6.00071
Solyc05g021090.3.1	1542	1293	5.14834	0.202455
Solyc06g082000.3.1	2271	2022	318	7.99663
Solyc11g045540.1.1	447	198	0	0
Solyc10g084360.1.1	165	9.40544	0	0
Solyc03g062745.1.1	441	192	16.2159	4.29439
Solyc04g050550.2.1	2358	2109	367	8.84811
Solyc05g024454.1.1	521	272	0	0
Solyc09g016957.1.1	339	90.1399	0	0
Solyc09g060170.1.1	1035	786	0	0
Solyc05g055790.3.1	2662	2413	894	18.8383
Solyc01g096255.1.1	405	156	0	0
Solyc05g054170.3.1	4313	4064	425	5.31736
Solyc01g005730.3.1	3708	3459	287.53	4.22662
Solyc10g018355.1.1	780	531	0	0
Solyc08g076830.1.1	1026	777	65	4.25357
Solyc10g045040.1.1	225	17.4134	0	0
Solyc03g081203.1.1	183	10.9998	0	0
Solyc02g085700.2.1	2892	2643	435	8.3686
Solyc12g008580.2.1	2991	2742	508	9.42014
Solyc08g014290.1.1	1188	939	291	15.7575
Solyc01g102970.3.1	2799	2550	710	14.1573
Solyc08g044540.1.1	225	17.4134	0	0
Solyc06g060270.3.1	3396	3147	91	1.4703
Solyc06g072570.3.1	1211	962	676	35.73
Solyc01g109070.2.1	616	367	532	73.7066
Solyc05g041900.1.1	285	42.7398	0	0
Solyc01g010050.3.1	1875	1626	1540.54	48.1742
Solyc08g061450.2.1	1512	1263	53	2.1337
Solyc10g055740.2.1	1711	1462	3	0.104336
Solyc01g086900.3.1	3177	2928	313	5.43543
Solyc11g007120.2.1	1251	1002	500	25.3725
Solyc01g104448.1.1	516	267	1	0.190436
Solyc01g060410.3.1	279	38.8143	0	0
Solyc02g080470.3.1	3187	2938	917	15.8701
Solyc08g045760.1.1	261	29.1283	0	0
Solyc11g008720.2.1	2785	2536	1026	20.5712
Solyc05g051840.1.1	1134	885	413	23.7284
Solyc02g084550.3.1	1100	851	1247.32	74.5263
Solyc04g017965.1.1	300	54.0423	0	0
Solyc07g045250.1.1	213	15.0421	0	0
Solyc02g092420.3.1	2392	2143	8	0.189814
Solyc10g055650.2.1	3037	2788	752.558	13.7249
Solyc07g007290.1.1	1572	1323	0	0
Solyc06g068930.2.1	1137	888	0	0
Solyc05g009050.3.1	4077	3828	36.0729	0.479148
Solyc04g054730.3.1	2506	2257	27	0.608265
Solyc03g034201.1.1	498	249	0	0
Solyc06g007165.1.1	2062	1813	1	0.0280455
Solyc03g013630.3.1	2749	2500	202.237	4.11321
Solyc03g112200.1.1	756	507	264	26.4763
Solyc02g083630.3.1	2225	1976	23	0.591837
Solyc02g092810.3.1	868	619	202	16.5929
Solyc10g082060.1.1	759	510	0	0
Solyc01g087570.2.1	548	299	67	11.3937
Solyc09g063140.3.1	2272	2023	1147.02	28.8294
Solyc01g060210.3.1	456	207	10	2.45635
Solyc02g069515.1.1	1210	961	79	4.17989
Solyc02g070210.3.1	1637	1388	4	0.146532
Solyc09g008950.1.1	828	579	0	0
Solyc03g116390.3.1	617	368	147	20.311
Solyc06g071340.1.1	96	5.99709	0	0
Solyc11g017470.2.1	1385	1136	1461	65.3932
Solyc02g030630.1.1	921	672	0	0
Solyc08g083175.1.1	396	147	0.105883	0.0366244
Solyc08g048250.3.1	1857	1608	191	6.0396
Solyc12g032937.1.1	345	96.0755	0	0
Solyc09g009190.3.1	2730	2481	472	9.67333
Solyc12g006870.2.1	1232	983	661	34.1908
Solyc07g008350.3.1	1670	1421	2302	82.3706
Solyc08g068640.3.1	5247	4998	119.974	1.22053
Solyc02g021520.1.1	279	38.8143	0	0
Solyc09g007250.3.1	1648	1399	3435	124.845
Solyc12g087870.2.1	1737	1488	2	0.0683421
Solyc03g058213.1.1	309	61.7147	1	0.823895
Solyc02g079280.3.1	1274	1025	11	0.54567
Solyc08g008630.3.1	1303	1054	1172	56.539
Solyc06g005310.3.1	1358	1109	0	0
Solyc12g049120.2.1	1332	1083	0	0
Solyc09g072940.2.1	858	609	0	0
Solyc08g075540.3.1	2634	2385	13371	285.06
Solyc09g091510.3.1	1452	1203	1008	42.6045
Solyc04g016177.1.1	1251	1002	21	1.06564
Solyc03g120050.3.1	1594	1345	133.246	5.03723
Solyc05g018453.1.1	867	618	0	0
Solyc07g065320.3.1	4946	4697	92	0.995929
Solyc05g013560.3.1	448	199	0	0
Solyc01g108380.2.1	1059	810	0	0
Solyc06g035943.1.1	780	531	0	0
Solyc08g006251.1.1	678	429	0	0
Solyc05g025810.3.1	1306	1057	1047	50.3654
Solyc03g115350.2.1	507	258	0	0
Solyc12g011190.2.1	1418	1169	371	16.1369
Solyc11g071423.1.1	2259	2010	62.7686	1.58784
Solyc10g045555.1.1	393	144	0	0
Solyc08g080585.1.1	714	465	1	0.109347
Solyc02g005115.1.1	550	301	16.0295	2.70779
Solyc02g086660.3.1	3546	3297	933.009	14.3889
Solyc04g070987.1.1	535	286	0	0
Solyc03g096193.1.1	399	150	0	0
Solyc10g074520.2.1	1668	1419	145	5.19573
Solyc02g065360.3.1	2862	2613	699	13.6019
Solyc01g020570.2.1	1065	816	1.18821	0.0740393
Solyc02g076790.3.1	1037	788	715	46.1361
Solyc03g080115.1.1	945	696	0	0
Solyc03g005470.3.1	839	590	2811	242.253
Solyc05g047540.3.1	4664	4415	215.902	2.4865
Solyc11g020471.1.1	882	633	0	0
Solyc05g005770.3.1	1621	1372	89	3.29835
Solyc03g044420.2.1	1271	1022	101	5.02495
Solyc06g072135.1.1	1409	1160	180	7.88997
Solyc04g054760.3.1	876	627	72	5.83883
Solyc05g014177.1.1	448	199	1	0.25551
Solyc03g111705.1.1	792	543	0	0
Solyc07g015850.1.1	507	258	0	0
Solyc03g063290.3.1	850	601	312	26.3962
Solyc09g020190.3.1	2061	1812	4990	140.024
Solyc11g008340.2.1	3580	3331	1813	27.6748
Solyc12g019777.1.1	477	228	0	0
Solyc09g082740.1.1	288	44.8343	0	0
Solyc03g051820.1.1	411	162	0	0
Solyc01g108820.1.1	768	519	0	0
Solyc09g008917.1.1	192	11.994	0	0
Solyc11g072320.2.1	4765	4516	4703.41	52.9566
Solyc03g112770.3.1	871	622	355	29.0201
Solyc04g054430.2.1	1054	805	1448	91.4605
Solyc10g052660.2.1	600	351	757.427	109.722
Solyc04g083160.2.1	2894	2645	3	0.0576709
Solyc02g088510.3.1	1452	1203	1190	50.297
Solyc02g086920.2.1	2778	2529	0	0
Solyc04g039830.2.1	636	387	1.34264	0.176404
Solyc08g062387.1.1	405	156	0	0
Solyc03g117720.3.1	1465	1216	44	1.83984
Solyc04g074165.1.1	420	171	10	2.97348
Solyc07g063080.3.1	2851	2602	6	0.117248
Solyc11g062195.1.1	489	240	0	0
Solyc07g062020.2.1	849	600	0	0
Solyc04g050823.1.1	585	336	0	0
Solyc01g108080.3.1	384	135.001	0	0
Solyc08g066460.2.1	935	686	0	0
Solyc08g006000.3.1	1005	756	741	49.8376
Solyc03g007825.1.1	885	636	37.5036	2.99832
Solyc03g031655.1.1	882	633	6.78096	0.544688
Solyc09g066400.2.1	1555	1306	0	0
Solyc01g091800.3.1	1494	1245	98	4.00237
Solyc06g054690.3.1	2403	2154	1033	24.3846
Solyc12g056673.1.1	810	561	1.02224	0.0926508
Solyc09g065250.2.1	962	713	0	0
Solyc04g049485.1.1	625	376	0	0
Solyc09g084460.3.1	645	396	0	0
Solyc02g067925.1.1	7689	7440	613.893	4.19547
Solyc12g006750.1.1	252	25.369	0	0
Solyc03g122240.3.1	3244	2995	531	9.01485
Solyc01g109550.2.1	978	729	5	0.348741
Solyc06g007920.2.1	490	241	0	0
Solyc01g109780.3.1	2980	2731	2753.91	51.273
Solyc06g008460.2.1	390	141	0.540716	0.194989
Solyc06g011460.1.1	600	351	0	0
Solyc01g081630.3.1	2503	2254	3.94687	0.0890349
Solyc09g011040.1.1	1290	1041	8	0.390751
Solyc01g080080.3.1	1806	1557	1027	33.5384
Solyc10g081420.2.1	6066	5817	151.628	1.32538
Solyc06g005780.1.1	357	108.019	0	0
Solyc01g094080.3.1	2132	1883	463.847	12.5252
Solyc06g069570.3.1	1494	1245	886.194	36.1926
Solyc01g104590.3.1	2202	1953	23764	618.697
Solyc02g067510.3.1	922	673	1	0.075552
Solyc12g062920.2.1	195	12.3615	0	0
Solyc12g007050.1.1	198	12.7491	0	0
Solyc03g026413.1.1	183	10.9998	0	0
Solyc09g064220.2.1	438	189	0	0
Solyc12g038970.2.1	2016	1767	3856	110.959
Solyc07g032745.1.1	1125	876	9.34278	0.542292
Solyc02g078430.3.1	795	546	0	0
Solyc10g054040.2.1	1864	1615	8	0.251871
Solyc03g121770.2.1	2064	1815	19	0.532277
Solyc09g072870.3.1	1463	1214	6287.71	263.351
Solyc03g063690.1.1	1791	1542	95	3.13257
Solyc11g067200.2.1	4337	4088	2424	30.1497
Solyc09g055900.3.1	1694	1445	84	2.95578
Solyc01g105230.3.1	7135	6886	516.516	3.81398
Solyc03g120475.1.1	919	670	25	1.89726
Solyc08g007950.3.1	3366	3117	381	6.21511
Solyc06g050185.1.1	204	13.5904	0	0
Solyc04g016060.1.1	846	597	9	0.76653
Solyc02g062170.3.1	1014	765	0	0
Solyc08g076500.3.1	207	14.0473	0	0
Solyc08g066190.2.1	2450	2201	22.02	0.508697
Solyc09g007320.3.1	2220	1971	4130.44	106.554
Solyc05g012550.3.1	1211	962	15.5375	0.821235
Solyc06g073033.1.1	438	189	0	0
Solyc02g090135.1.1	2374	2125	329	7.87223
Solyc06g051060.3.1	1647	1398	0	0
Solyc03g007500.3.1	2046	1797	625.334	17.6939
Solyc07g042093.1.1	654	405	0	0
Solyc06g076130.3.1	5236	4987	227	2.31445
Solyc06g076910.2.1	6763	6514	107.895	0.842201
Solyc12g013870.2.1	1226	977	550	28.6239
Solyc02g081570.3.1	2085	1836	2.03928	0.0564761
Solyc07g005740.1.1	1431	1182	112	4.81794
Solyc02g086850.2.1	2888	2639	0	0
Solyc11g011130.2.1	1870	1621	597	18.7263
Solyc03g118660.3.1	1672	1423	877	31.3369
Solyc05g009890.1.1	1362	1113	0	0
Solyc02g030220.1.1	1017	768	1	0.0662064
Solyc02g069547.1.1	744	495	0	0
Solyc09g008940.3.1	1682	1433	92	3.26439
Solyc05g006323.1.1	1341	1092	881	41.0218
Solyc01g100590.3.1	1474	1225	994	41.2583
Solyc11g068810.2.1	709	460	399	44.1038
Solyc10g047480.1.1	1443	1194	0	0
Solyc01g086970.3.1	585	336	18687	2827.88
Solyc02g069730.3.1	1243	994	0	0
Solyc09g055235.1.1	561	312	2	0.325939
Solyc07g025120.1.1	234	19.6009	0	0
Solyc09g097865.1.1	3472	3223	5	0.0788807
Solyc06g073100.3.1	1203	954	0	0
Solyc10g080045.1.1	1790	1541	113	3.72852
Solyc06g060970.2.1	6163	5914	94.5265	0.812705
Solyc06g066470.3.1	240	21.2959	21	50.14
Solyc03g025340.1.1	1050	801	1755	111.405
Solyc02g091570.1.1	1125	876	2	0.116088
Solyc03g118120.3.1	830	581	117	10.2393
Solyc12g013480.2.1	197	12.6175	0	0
Solyc02g068620.1.1	375	126.002	0	0
Solyc03g082975.1.1	456	207	0	0
Solyc12g089293.1.1	768	519	0	0
Solyc12g096130.2.1	84	5.64376	0	0
Solyc01g080530.3.1	1352	1103	402	18.5315
Solyc05g014980.3.1	1193	944	432	23.2687
Solyc04g024340.3.1	972	723	542	38.1173
Solyc03g081290.1.1	297	51.6221	0	0
Solyc02g069230.3.1	4256	4007	743	9.42824
Solyc12g099420.2.1	2427	2178	251	5.85972
Solyc02g030185.1.1	1050	801	2.2092	0.140237
Solyc11g012840.2.1	1311	1062	544.528	26.0709
Solyc09g098470.2.1	2529	2280	0	0
Solyc08g006290.2.1	798	549	0	0
Solyc03g005730.3.1	1807	1558	3263	106.49
Solyc02g083130.3.1	1482	1233	165	6.80427
Solyc03g025860.3.1	1991	1742	13.4366	0.392195
Solyc04g005030.3.1	2062	1813	1942	54.4644
Solyc01g073940.3.1	2300	2051	225	5.57799
Solyc08g062700.3.1	2066	1817	2900	81.1529
Solyc06g084170.3.1	406	157	62.9379	20.3833
Solyc11g050810.1.1	720	471	0	0
Solyc03g083385.1.1	372	123.003	0	0
