target_id	length	eff_length	est_counts	tpm
Solyc07g054000.3.1	701	452	41	6.24536
Solyc02g032360.3.1	521	272	17	4.3032
Solyc02g089140.2.1	447	198	1	0.347733
Solyc03g062910.3.1	5017	4768	199.64	2.88286
Solyc08g014020.3.1	624	375	372	68.3004
Solyc06g043113.1.1	1455	1206	5.73266	0.327281
Solyc01g150007.1.1	444	195	13	4.59008
Solyc09g031543.1.1	4368	4119	234.986	3.92792
Solyc08g067670.3.1	656	407	138	23.3451
Solyc10g084180.2.1	3498	3249	862	18.2671
Solyc07g041510.2.1	3769	3520	1035	20.2446
Solyc03g118770.3.1	1385	1136	0	0
Solyc07g024015.1.1	8967	8718	0	0
Solyc07g009360.2.1	363	114.009	71	42.8775
Solyc03g082950.3.1	878	629	0	0
Solyc11g022440.2.1	258	27.8014	0	0
Solyc03g019970.3.1	1779	1530	2	0.0900016
Solyc01g006790.2.1	731	482	6	0.857069
Solyc05g018220.2.1	558	309	20	4.45639
Solyc01g107220.2.1	1167	918	0	0
Solyc05g051340.2.1	2629	2380	503	14.5513
Solyc09g075840.3.1	328	79.3918	0	0
Solyc03g058370.2.1	1017	768	43	3.85495
Solyc05g007250.3.1	1074	825	705.685	58.8936
Solyc04g048980.3.1	553	304	0	0
Solyc01g011091.1.1	8096	7847	247.56	2.17214
Solyc04g051680.3.1	2052	1803	0	0
Solyc04g082200.2.1	1157	908	18312	1388.55
Solyc11g044632.1.1	686	437	0	0
Solyc06g007430.2.1	2112	1863	1364	50.4096
Solyc08g036560.2.1	741	492	177	24.7697
Solyc01g090340.2.1	988	739	0	0
Solyc08g076720.3.1	4114	3865	676	12.0423
Solyc02g068930.3.1	1005	756	135	12.2949
Solyc01g095170.2.1	922	673	115	11.7651
Solyc07g018400.3.1	174	10.1452	0	0
Solyc07g006300.3.1	2508	2259	254	7.74157
Solyc09g072910.2.1	1314	1065	1	0.064649
Solyc08g075320.3.1	2532	2283	24.029	0.724673
Solyc03g044273.1.1	5441	5192	93.5449	1.2405
Solyc09g005730.3.1	735	486	120	17.0003
Solyc04g079830.2.1	2469	2220	125	3.87676
Solyc07g041820.2.1	3138	2889	0	0
Solyc01g044510.2.1	547	298	0	0
Solyc03g071853.1.1	894	645	1	0.106746
Solyc01g095070.3.1	869	620	389	43.1986
Solyc06g007890.3.1	568	319	0	0
Solyc09g055610.2.1	105	6.29398	0	0
Solyc04g009590.3.1	568	319	0	0
Solyc02g077240.3.1	2165	1916	517	18.5783
Solyc03g083100.3.1	1862	1613	468	19.9767
Solyc08g006645.1.1	406	157	0	0
Solyc04g007825.1.1	1329	1080	0	0
Solyc03g044060.3.1	3067	2818	381	9.30884
Solyc06g008980.3.1	1496	1247	1	0.0552135
Solyc10g050757.1.1	1464	1215	0	0
Solyc01g094710.2.1	359	110.015	0	0
Solyc05g017830.2.1	232	19.08	0	0
Solyc11g027940.2.1	462	213	0	0
Solyc03g034130.3.1	840	591	0	0
Solyc04g011990.2.1	3364	3115	12	0.265237
Solyc07g017560.3.1	2822	2573	0	0
Solyc01g005380.2.1	1818	1569	83.3574	3.65791
Solyc12g005820.2.1	826	577	129	15.3931
Solyc03g116170.3.1	1234	985	565	39.4933
Solyc04g016010.3.1	2019	1770	262	10.1915
Solyc12g098590.2.1	2992	2743	697.902	17.5178
Solyc03g082575.1.1	2097	1848	1231.15	45.8692
Solyc09g020070.2.1	1401	1152	3	0.1793
Solyc07g017330.2.1	730	481	0	0
Solyc01g021700.2.1	1146	897	0	0
Solyc09g055550.3.1	1685	1436	61	2.92474
Solyc01g014537.1.1	654	405	3	0.510009
Solyc03g098750.3.1	1586	1337	555	28.5807
Solyc06g054230.3.1	1995	1746	3	0.118301
Solyc09g010340.2.1	1272	1023	0	0
Solyc06g043140.3.1	1035	786	4.75733	0.416728
Solyc03g034165.1.1	1203	954	31.8547	2.29899
Solyc01g012640.2.1	561	312	0	0
Solyc05g023660.2.1	1239	990	0	0
Solyc11g008140.2.1	1826	1577	30	1.30979
Solyc02g062930.3.1	1567	1318	290	15.1494
Solyc08g066400.2.1	953	704	0	0
Solyc10g036690.2.1	93	5.90448	0	0
Solyc09g011710.3.1	939	690	524	52.287
Solyc12g096860.2.1	2683	2434	43	1.21635
Solyc02g063040.3.1	1276	1027	398	26.6824
Solyc06g076840.2.1	2830	2581	0	0
Solyc01g056940.2.1	756	507	1732.45	235.27
Solyc06g054620.3.1	855	606	18	2.04509
Solyc01g056270.2.1	701	452	2	0.304651
Solyc01g020230.3.1	2531	2282	288.227	8.69623
Solyc01g014107.1.1	766	517	52	6.92508
Solyc06g052140.2.1	885	636	42.1803	4.5663
Solyc05g052990.3.1	658	409	72	12.1205
Solyc06g033810.2.1	609	360	26.2796	5.02606
Solyc01g009690.2.1	2586	2337	278.746	8.21224
Solyc02g078420.2.1	309	61.7147	0	0
Solyc07g041240.2.1	468	219	30	9.43168
Solyc12g038770.2.1	729	480	0	0
Solyc06g052080.3.1	2780	2531	351	9.54831
Solyc11g020740.2.1	90	5.8148	0	0
Solyc01g014180.3.1	976	727	8220	778.483
Solyc12g038350.2.1	872	623	1	0.110516
Solyc03g031650.3.1	738	489	333	46.8864
Solyc11g072410.2.1	2582	2333	668.913	19.7409
Solyc06g008100.3.1	663	414	8	1.33046
Solyc09g083445.1.1	618	369	17	3.17201
Solyc06g064740.3.1	358	109.017	97.2691	61.4316
Solyc02g062260.2.1	226	17.6374	0	0
Solyc11g006650.2.1	2753	2504	39	1.07236
Solyc10g008330.3.1	689	440	0	0
Solyc10g036640.2.1	240	21.2959	0	0
Solyc11g063580.2.1	291	47.0146	10	14.6446
Solyc01g111080.3.1	23222	22973	3378.14	10.1245
Solyc04g071540.3.1	3007	2758	226	5.64191
Solyc12g062470.2.1	485	236	0	0
Solyc06g050840.3.1	977	728	31	2.93185
Solyc10g009530.3.1	1365	1116	1	0.0616947
Solyc07g052480.3.1	3041	2792	127.348	3.14044
Solyc01g008410.2.1	2163	1914	2.39057	0.0859945
Solyc11g072650.2.1	1699	1450	2	0.0949672
Solyc01g101080.2.1	666	417	17.6693	2.91739
Solyc06g011490.3.1	1249	1000	728	50.1237
Solyc09g020130.3.1	1655	1406	5655.86	276.965
Solyc11g012600.2.1	1028	779	1.32807	0.11738
Solyc03g096645.1.1	4058	3809	1473	26.6259
Solyc02g070420.2.1	1007	758	2	0.181666
Solyc01g090710.3.1	1946	1697	2	0.0811446
Solyc05g013230.2.1	342	93.1033	0	0
Solyc11g028080.2.1	685	436	0	0
Solyc03g032030.3.1	1722	1473	318	14.864
Solyc06g053950.2.1	645	396	1866	324.435
Solyc12g009050.2.1	2268	2019	10.5614	0.360162
Solyc09g015100.3.1	446	197	45	15.7274
Solyc08g061740.2.1	261	29.1283	0	0
Solyc07g008020.3.1	817	568	18	2.18191
Solyc07g005470.3.1	2223	1974	0	0
Solyc12g042880.2.1	1074	825	54	4.50663
Solyc07g066275.1.1	1327	1078	835.326	53.3518
Solyc01g017410.2.1	501	252	0	0
Solyc02g014490.3.1	2997	2748	6	0.15033
Solyc07g014585.1.1	1067	818	1	0.0841702
Solyc08g059780.2.1	1452	1203	0	0
Solyc02g080590.3.1	821	572	498	59.9439
Solyc01g066580.2.1	135	7.54488	0	0
Solyc02g089930.3.1	2658	2409	1717	49.0733
Solyc04g081560.3.1	2712	2463	2	0.0559084
Solyc12g010740.2.1	949	700	352	34.6223
Solyc09g030420.3.1	357	108.019	3	1.91219
Solyc09g056430.3.1	1825	1576	158	6.9026
Solyc07g009280.3.1	518	269	0	0
Solyc07g032670.2.1	1243	994	82	5.67988
Solyc04g018000.2.1	1215	966	0	0
Solyc01g057490.3.1	442	193	36	12.8427
Solyc04g006990.3.1	1321	1072	25	1.60567
Solyc04g009900.3.1	1390	1141	126.491	7.63282
Solyc02g021063.1.1	1655	1406	209	10.2346
Solyc04g072470.3.1	508	259	10	2.65835
Solyc06g082020.3.1	489	240	2	0.57376
Solyc11g072800.2.1	4144	3895	3	0.0530305
Solyc08g080110.3.1	2880	2631	855	22.3747
Solyc08g074680.2.1	5534	5285	3	0.039083
Solyc00g005850.2.1	566	317	0	0
Solyc12g009745.1.1	2898	2649	147.544	3.83486
Solyc10g008210.3.1	4197	3948	1	0.0174395
Solyc06g072480.1.1	516	267	0	0
Solyc09g057715.1.1	519	270	2	0.510009
Solyc05g015710.3.1	1126	877	517	40.5885
Solyc12g097070.2.1	1320	1071	84	5.4001
Solyc12g019340.1.1	183	10.9998	0	0
Solyc05g006260.1.1	183	10.9998	0	0
Solyc01g067380.3.1	1781	1532	760	34.156
Solyc12g042120.2.1	508	259	72	19.1401
Solyc07g006800.1.1	1362	1113	0	0
Solyc09g009280.1.1	885	636	0	0
Solyc06g005070.2.1	2155	1906	1	0.0361234
Solyc11g066760.2.1	2304	2055	364.031	12.1966
Solyc06g071540.3.1	3375	3126	50	1.10127
Solyc09g065150.1.1	150	8.37643	0	0
Solyc10g081230.2.1	1185	936	0	0
Solyc01g106390.3.1	2020	1771	1099	42.7259
Solyc09g007080.3.1	5868	5619	892.914	10.9411
Solyc11g066500.2.1	3576	3327	685	14.1759
Solyc01g102637.1.1	282	40.7328	3	5.07094
Solyc03g060510.3.1	1738	1489	134	6.19615
Solyc11g066460.1.1	651	402	137	23.4642
Solyc06g082800.3.1	1406	1157	1148	68.3157
Solyc01g105290.3.1	1594	1345	1153	59.0227
Solyc08g062965.1.1	528	279	0	0
Solyc03g058900.2.1	501	252	3.32048	0.907219
Solyc11g011542.1.1	477	228	74	22.3465
Solyc03g007860.1.1	558	309	339	75.5358
Solyc06g048620.3.1	4542	4293	98	1.57173
Solyc03g006490.3.1	1155	906	55	4.17971
Solyc11g017373.1.1	738	489	61	8.5888
Solyc09g060100.3.1	5908	5659	571.598	6.95444
Solyc03g006950.2.1	2238	1989	0	0
Solyc03g114300.3.1	2676	2427	805	22.8369
Solyc02g011755.1.1	321	72.7051	0	0
Solyc11g010105.1.1	741	492	151	21.1312
Solyc09g092080.3.1	862	613	376.411	42.2779
Solyc05g055160.3.1	2243	1994	34981.6	1207.89
Solyc06g053780.3.1	2021	1772	63	2.44787
Solyc07g055920.3.1	1156	907	2329	176.797
Solyc02g062040.3.1	1448	1199	548	31.4683
Solyc05g046390.3.1	754	505	1724	235.049
Solyc09g042300.2.1	2512	2263	88.8627	2.70363
Solyc03g044600.2.1	1206	957	16.0678	1.15599
Solyc11g067270.1.1	1293	1044	1	0.0659495
Solyc09g083370.3.1	1089	840	335.715	27.5171
Solyc09g018235.1.1	789	540	1	0.127502
Solyc03g115845.1.1	300	54.0423	7	8.91817
Solyc07g065280.3.1	693	444	1224	189.806
Solyc10g018885.1.1	357	108.019	236	150.426
Solyc10g051050.2.1	2773	2524	127.727	3.48421
Solyc03g007680.3.1	1191	942	396	28.9438
Solyc03g115800.1.1	1281	1032	25	1.66791
Solyc05g005910.3.1	1815	1566	48.0499	2.11258
Solyc07g032300.1.1	213	15.0421	0	0
Solyc01g091860.3.1	3645	3396	544.301	11.0353
Solyc12g098660.2.1	1485	1236	136	7.57586
Solyc04g057890.3.1	4289	4040	1098.79	18.726
Solyc06g008960.3.1	4420	4171	1432	23.6382
Solyc02g030520.1.1	69	5.25923	0	0
Solyc10g044967.1.1	720	471	0	0
Solyc07g026705.1.1	641	392	86	15.1051
Solyc07g039384.1.1	453	204	0	0
Solyc08g005440.3.1	3192	2943	29	0.678453
Solyc01g005610.3.1	1068	819	0	0
Solyc04g050345.1.1	390	141	0	0
Solyc10g086290.2.1	1363	1114	21	1.29791
Solyc12g035860.1.1	315	67.1199	0	0
Solyc05g016473.1.1	3230	2981	0	0
Solyc02g088954.1.1	675	426	20.9566	3.38706
Solyc08g082330.3.1	484	235	5	1.46492
Solyc05g026050.3.1	1505	1256	1331	72.9626
Solyc10g050630.1.1	315	67.1199	0	0
Solyc07g039540.1.1	246	23.2096	0	0
Solyc01g096185.1.1	435	186	89	32.9449
Solyc07g021740.2.1	811	562	0	0
Solyc02g062375.1.1	3217	2968	1651.59	38.3134
Solyc12g009620.2.1	1820	1571	1093	47.9022
Solyc05g012170.2.1	783	534	0	0
Solyc01g103803.1.1	699	450	0	0
Solyc12g087900.2.1	1377	1128	0	0
Solyc09g090660.3.1	2092	1843	1155.6	43.1713
Solyc02g081700.1.1	747	498	801	110.743
Solyc08g079580.1.1	447	198	0	0
Solyc04g057880.3.1	6172	5923	747.209	8.68584
Solyc05g021090.3.1	1542	1293	4.1367	0.220276
Solyc06g082000.3.1	2271	2022	165	5.61842
Solyc11g045540.1.1	447	198	0	0
Solyc10g084360.1.1	165	9.40544	0	0
Solyc03g062745.1.1	441	192	19.5835	7.02266
Solyc04g050550.2.1	2358	2109	396	12.928
Solyc05g024454.1.1	521	272	0	0
Solyc09g016957.1.1	339	90.1399	0	0
Solyc09g060170.1.1	1035	786	0	0
Solyc05g055790.3.1	2662	2413	699	19.9449
Solyc01g096255.1.1	405	156	0	0
Solyc05g054170.3.1	4313	4064	448.563	7.59945
Solyc01g005730.3.1	3708	3459	454.437	9.04555
Solyc10g018355.1.1	780	531	0	0
Solyc08g076830.1.1	1026	777	52	4.6078
Solyc10g045040.1.1	225	17.4134	0	0
Solyc03g081203.1.1	183	10.9998	0	0
Solyc02g085700.2.1	2892	2643	491	12.7908
Solyc12g008580.2.1	2991	2742	553	13.8858
Solyc08g014290.1.1	1188	939	271	19.8708
Solyc01g102970.3.1	2799	2550	932	25.1645
Solyc08g044540.1.1	225	17.4134	0	0
Solyc06g060270.3.1	3396	3147	95	2.07845
Solyc06g072570.3.1	1211	962	647	46.3064
Solyc01g109070.2.1	616	367	278	52.1543
Solyc05g041900.1.1	285	42.7398	0	0
Solyc01g010050.3.1	1875	1626	1744.44	73.8664
Solyc08g061450.2.1	1512	1263	36	1.96251
Solyc10g055740.2.1	1711	1462	4	0.188375
Solyc01g086900.3.1	3177	2928	266	6.25493
Solyc11g007120.2.1	1251	1002	476	32.7078
Solyc01g104448.1.1	516	267	2.4909	0.642328
Solyc01g060410.3.1	279	38.8143	0	0
Solyc02g080470.3.1	3187	2938	851	19.943
Solyc08g045760.1.1	261	29.1283	0	0
Solyc11g008720.2.1	2785	2536	947	25.7106
Solyc05g051840.1.1	1134	885	266	20.6943
Solyc02g084550.3.1	1100	851	837	67.7185
Solyc04g017965.1.1	300	54.0423	0	0
Solyc07g045250.1.1	213	15.0421	0	0
Solyc02g092420.3.1	2392	2143	14	0.449798
Solyc10g055650.2.1	3037	2788	709	17.5092
Solyc07g007290.1.1	1572	1323	0	0
Solyc06g068930.2.1	1137	888	0	0
Solyc05g009050.3.1	4077	3828	100.334	1.80462
Solyc04g054730.3.1	2506	2257	28	0.854158
Solyc03g034201.1.1	498	249	0	0
Solyc06g007165.1.1	2062	1813	0	0
Solyc03g013630.3.1	2749	2500	241.519	6.65154
Solyc03g112200.1.1	756	507	278	37.7527
Solyc02g083630.3.1	2225	1976	17.8667	0.622543
Solyc02g092810.3.1	868	619	140	15.5722
Solyc10g082060.1.1	759	510	0	0
Solyc01g087570.2.1	548	299	110	25.3299
Solyc09g063140.3.1	2272	2023	1226.52	41.7438
Solyc01g060210.3.1	456	207	8	2.66092
Solyc02g069515.1.1	1210	961	82	5.87492
Solyc02g070210.3.1	1637	1388	6	0.297628
Solyc09g008950.1.1	828	579	0	0
Solyc03g116390.3.1	617	368	121	22.6386
Solyc06g071340.1.1	96	5.99709	0	0
Solyc11g017470.2.1	1385	1136	1597	96.7917
Solyc02g030630.1.1	921	672	0	0
Solyc08g083175.1.1	396	147	0	0
Solyc08g048250.3.1	1857	1608	179	7.66441
Solyc12g032937.1.1	345	96.0755	0	0
Solyc09g009190.3.1	2730	2481	645	17.8997
Solyc12g006870.2.1	1232	983	508	35.5813
Solyc07g008350.3.1	1670	1421	2224	107.759
Solyc08g068640.3.1	5247	4998	312.67	4.30727
Solyc02g021520.1.1	279	38.8143	0	0
Solyc09g007250.3.1	1648	1399	1905	93.7538
Solyc12g087870.2.1	1737	1488	46	2.12847
Solyc03g058213.1.1	309	61.7147	3	3.34691
Solyc02g079280.3.1	1274	1025	46	3.08991
Solyc08g008630.3.1	1303	1054	1095	71.5295
Solyc06g005310.3.1	1358	1109	0	0
Solyc12g049120.2.1	1332	1083	0	0
Solyc09g072940.2.1	858	609	0	0
Solyc08g075540.3.1	2634	2385	11014	317.957
Solyc09g091510.3.1	1452	1203	420	24.0378
Solyc04g016177.1.1	1251	1002	14	0.961993
Solyc03g120050.3.1	1594	1345	207.207	10.607
Solyc05g018453.1.1	867	618	0	0
Solyc07g065320.3.1	4946	4697	204	2.99035
Solyc05g013560.3.1	448	199	0	0
Solyc01g108380.2.1	1059	810	0	0
Solyc06g035943.1.1	780	531	0	0
Solyc08g006251.1.1	678	429	0	0
Solyc05g025810.3.1	1306	1057	1057	68.8512
Solyc03g115350.2.1	507	258	0	0
Solyc12g011190.2.1	1418	1169	425	25.0315
Solyc11g071423.1.1	2259	2010	87.4466	2.99543
Solyc10g045555.1.1	393	144	0	0
Solyc08g080585.1.1	714	465	2.17397	0.321894
Solyc02g005115.1.1	550	301	12.8266	2.93398
Solyc02g086660.3.1	3546	3297	754	15.7458
Solyc04g070987.1.1	535	286	0	0
Solyc03g096193.1.1	399	150	0	0
Solyc10g074520.2.1	1668	1419	158	7.66631
Solyc02g065360.3.1	2862	2613	583	15.3618
Solyc01g020570.2.1	1065	816	1.3487	0.113799
Solyc02g076790.3.1	1037	788	702	61.337
Solyc03g080115.1.1	945	696	0	0
Solyc03g005470.3.1	839	590	1805	210.638
Solyc05g047540.3.1	4664	4415	323.994	5.05264
Solyc11g020471.1.1	882	633	0	0
Solyc05g005770.3.1	1621	1372	203	10.1872
Solyc03g044420.2.1	1271	1022	133	8.96009
Solyc06g072135.1.1	1409	1160	232	13.7702
Solyc04g054760.3.1	876	627	148	16.252
Solyc05g014177.1.1	448	199	0	0
Solyc03g111705.1.1	792	543	1	0.126798
Solyc07g015850.1.1	507	258	0	0
Solyc03g063290.3.1	850	601	207	23.7142
Solyc09g020190.3.1	2061	1812	3941	149.748
Solyc11g008340.2.1	3580	3331	1878	38.818
Solyc12g019777.1.1	477	228	0	0
Solyc09g082740.1.1	288	44.8343	0	0
Solyc03g051820.1.1	411	162	0	0
Solyc01g108820.1.1	768	519	0	0
Solyc09g008917.1.1	192	11.994	0	0
Solyc11g072320.2.1	4765	4516	3739.23	57.0086
Solyc03g112770.3.1	871	622	260	28.7803
Solyc04g054430.2.1	1054	805	1767	151.131
Solyc10g052660.2.1	600	351	596	116.91
Solyc04g083160.2.1	2894	2645	2	0.0520614
Solyc02g088510.3.1	1452	1203	932	53.3411
Solyc02g086920.2.1	2778	2529	0	0
Solyc04g039830.2.1	636	387	3.7165	0.661204
Solyc08g062387.1.1	405	156	0	0
Solyc03g117720.3.1	1465	1216	47	2.66119
Solyc04g074165.1.1	420	171	11	4.42903
Solyc07g063080.3.1	2851	2602	14	0.370452
Solyc11g062195.1.1	489	240	1	0.28688
Solyc07g062020.2.1	849	600	0	0
Solyc04g050823.1.1	585	336	0	0
Solyc01g108080.3.1	384	135.001	7.37145	3.75949
Solyc08g066460.2.1	935	686	0	0
Solyc08g006000.3.1	1005	756	722	65.7547
Solyc03g007825.1.1	885	636	36.7621	3.97974
Solyc03g031655.1.1	882	633	15.5783	1.69445
Solyc09g066400.2.1	1555	1306	0	0
Solyc01g091800.3.1	1494	1245	198	10.9498
Solyc06g054690.3.1	2403	2154	731	23.3659
Solyc12g056673.1.1	810	561	0	0
Solyc09g065250.2.1	962	713	0	0
Solyc04g049485.1.1	625	376	0	0
Solyc09g084460.3.1	645	396	0	0
Solyc02g067925.1.1	7689	7440	464.422	4.29785
Solyc12g006750.1.1	252	25.369	0	0
Solyc03g122240.3.1	3244	2995	472	10.8507
Solyc01g109550.2.1	978	729	6	0.566677
Solyc06g007920.2.1	490	241	0	0
Solyc01g109780.3.1	2980	2731	1998.98	50.3964
Solyc06g008460.2.1	390	141	0	0
Solyc06g011460.1.1	600	351	0	0
Solyc01g081630.3.1	2503	2254	6.87506	0.210007
Solyc09g011040.1.1	1290	1041	10	0.661395
Solyc01g080080.3.1	1806	1557	602	26.6207
Solyc10g081420.2.1	6066	5817	143.411	1.69745
Solyc06g005780.1.1	357	108.019	0	0
Solyc01g094080.3.1	2132	1883	545.312	19.9391
Solyc06g069570.3.1	1494	1245	1000.66	55.3388
Solyc01g104590.3.1	2202	1953	18472	651.213
Solyc02g067510.3.1	922	673	0	0
Solyc12g062920.2.1	195	12.3615	0	0
Solyc12g007050.1.1	198	12.7491	0	0
Solyc03g026413.1.1	183	10.9998	0	0
Solyc09g064220.2.1	438	189	0	0
Solyc12g038970.2.1	2016	1767	2959	115.298
Solyc07g032745.1.1	1125	876	5.45993	0.429135
Solyc02g078430.3.1	795	546	2	0.252202
Solyc10g054040.2.1	1864	1615	18	0.767382
Solyc03g121770.2.1	2064	1815	21	0.796626
Solyc09g072870.3.1	1463	1214	4666.96	264.684
Solyc03g063690.1.1	1791	1542	92	4.10786
Solyc11g067200.2.1	4337	4088	2238	37.693
Solyc09g055900.3.1	1694	1445	104	4.95538
Solyc01g105230.3.1	7135	6886	513.762	5.13697
Solyc03g120475.1.1	919	670	37	3.80223
Solyc08g007950.3.1	3366	3117	647	14.2915
Solyc06g050185.1.1	204	13.5904	0	0
Solyc04g016060.1.1	846	597	6	0.691972
Solyc02g062170.3.1	1014	765	0	0
Solyc08g076500.3.1	207	14.0473	0	0
Solyc08g066190.2.1	2450	2201	22.071	0.690421
Solyc09g007320.3.1	2220	1971	1939.53	67.752
Solyc05g012550.3.1	1211	962	38.3425	2.74421
Solyc06g073033.1.1	438	189	0	0
Solyc02g090135.1.1	2374	2125	403	13.0574
Solyc06g051060.3.1	1647	1398	0	0
Solyc03g007500.3.1	2046	1797	554.681	21.2523
Solyc07g042093.1.1	654	405	0	0
Solyc06g076130.3.1	5236	4987	431	5.95045
Solyc06g076910.2.1	6763	6514	99.2637	1.04919
Solyc12g013870.2.1	1226	977	544	38.3368
Solyc02g081570.3.1	2085	1836	1.06893	0.0400855
Solyc07g005740.1.1	1431	1182	134	7.80547
Solyc02g086850.2.1	2888	2639	0	0
Solyc11g011130.2.1	1870	1621	596	25.3148
Solyc03g118660.3.1	1672	1423	651	31.4984
Solyc05g009890.1.1	1362	1113	0	0
Solyc02g030220.1.1	1017	768	2	0.1793
Solyc02g069547.1.1	744	495	0	0
Solyc09g008940.3.1	1682	1433	140	6.72657
Solyc05g006323.1.1	1341	1092	608	38.3348
Solyc01g100590.3.1	1474	1225	917	51.5401
Solyc11g068810.2.1	709	460	337	50.441
Solyc10g047480.1.1	1443	1194	0	0
Solyc01g086970.3.1	585	336	13793	2826.38
Solyc02g069730.3.1	1243	994	5.00752	0.346855
Solyc09g055235.1.1	561	312	0	0
Solyc07g025120.1.1	234	19.6009	0	0
Solyc09g097865.1.1	3472	3223	8	0.1709
Solyc06g073100.3.1	1203	954	1	0.0721711
Solyc10g080045.1.1	1790	1541	165	7.37213
Solyc06g060970.2.1	6163	5914	56.9325	0.662813
Solyc06g066470.3.1	240	21.2959	24	77.5938
Solyc03g025340.1.1	1050	801	1074	92.3174
Solyc02g091570.1.1	1125	876	0	0
Solyc03g118120.3.1	830	581	143	16.9462
Solyc12g013480.2.1	197	12.6175	0	0
Solyc02g068620.1.1	375	126.002	0	0
Solyc03g082975.1.1	456	207	0	0
Solyc12g089293.1.1	768	519	0	0
Solyc12g096130.2.1	84	5.64376	0	0
Solyc01g080530.3.1	1352	1103	345	21.5355
Solyc05g014980.3.1	1193	944	354	25.8192
Solyc04g024340.3.1	972	723	353	33.6162
Solyc03g081290.1.1	297	51.6221	0	0
Solyc02g069230.3.1	4256	4007	748	12.8527
Solyc12g099420.2.1	2427	2178	328	10.3688
Solyc02g030185.1.1	1050	801	4.1813	0.35941
Solyc11g012840.2.1	1311	1062	375.519	24.3455
Solyc09g098470.2.1	2529	2280	0	0
Solyc08g006290.2.1	798	549	0	0
Solyc03g005730.3.1	1807	1558	2402	106.149
Solyc02g083130.3.1	1482	1233	138	7.70598
Solyc03g025860.3.1	1991	1742	13.8315	0.546681
Solyc04g005030.3.1	2062	1813	1661	63.0788
Solyc01g073940.3.1	2300	2051	226	7.58673
Solyc08g062700.3.1	2066	1817	2042	77.3771
Solyc06g084170.3.1	406	157	101.127	44.3483
Solyc11g050810.1.1	720	471	0	0
Solyc03g083385.1.1	372	123.003	0	0
