target_id	length	eff_length	est_counts	tpm
Solyc03g059050.2.1	1051	802	4	0.181696
Solyc04g054660.2.1	555	306	0	0
Solyc10g080940.2.1	2583	2334	9382.38	146.444
Solyc04g005680.3.1	1979	1730	9929.65	209.096
Solyc05g051290.3.1	1387	1138	259	8.29118
Solyc04g050440.3.1	1797	1548	0	0
Solyc01g059853.1.1	516	267	5	0.682209
Solyc03g078580.3.1	543	294	247	30.6061
Solyc01g106930.3.1	562	313	0	0
Solyc07g005590.3.1	4253	4004	2436.86	22.1715
Solyc06g007680.2.1	2063	1814	333	6.68753
Solyc01g089960.3.1	1197	948	0	0
Solyc03g006120.3.1	1661	1412	1	0.0258003
Solyc07g054000.3.1	701	452	45	3.62688
Solyc02g032360.3.1	521	272	8	1.07147
Solyc02g089140.2.1	447	198	61	11.2234
Solyc03g062910.3.1	5017	4768	156.102	1.1927
Solyc08g014020.3.1	624	375	554	53.8192
Solyc06g043113.1.1	1455	1206	3	0.0906218
Solyc01g150007.1.1	444	195	11	2.05502
Solyc09g031543.1.1	4368	4119	418	3.69695
Solyc08g067670.3.1	656	407	35	3.1328
Solyc10g084180.2.1	3498	3249	1080	12.1097
Solyc07g041510.2.1	3769	3520	1490	15.4206
Solyc03g118770.3.1	1385	1136	1	0.0320686
Solyc07g024015.1.1	8967	8718	0	0
Solyc07g009360.2.1	363	114.009	36	11.5033
Solyc03g082950.3.1	878	629	0	0
Solyc11g022440.2.1	258	27.8014	0	0
Solyc03g019970.3.1	1779	1530	0	0
Solyc01g006790.2.1	731	482	1	0.0755809
Solyc05g018220.2.1	558	309	17	2.00424
Solyc01g107220.2.1	1167	918	0	0
Solyc05g051340.2.1	2629	2380	593	9.07688
Solyc09g075840.3.1	328	79.3918	0	0
Solyc03g058370.2.1	1017	768	9	0.426914
Solyc05g007250.3.1	1074	825	1193.11	52.6847
Solyc04g048980.3.1	553	304	0	0
Solyc01g011091.1.1	8096	7847	370.409	1.71964
Solyc04g051680.3.1	2052	1803	0	0
Solyc04g082200.2.1	1157	908	15211	610.282
Solyc11g044632.1.1	686	437	0	0
Solyc06g007430.2.1	2112	1863	2613	51.0958
Solyc08g036560.2.1	741	492	242	17.9188
Solyc01g090340.2.1	988	739	0	0
Solyc08g076720.3.1	4114	3865	414	3.9022
Solyc02g068930.3.1	1005	756	335	16.1429
Solyc01g095170.2.1	922	673	117	6.33329
Solyc07g018400.3.1	174	10.1452	0	0
Solyc07g006300.3.1	2508	2259	94	1.5159
Solyc09g072910.2.1	1314	1065	1	0.0342066
Solyc08g075320.3.1	2532	2283	194.352	3.10128
Solyc03g044273.1.1	5441	5192	71.8035	0.503813
Solyc09g005730.3.1	735	486	241	18.0651
Solyc04g079830.2.1	2469	2220	82	1.34561
Solyc07g041820.2.1	3138	2889	0	0
Solyc01g044510.2.1	547	298	0	0
Solyc03g071853.1.1	894	645	1	0.0564806
Solyc01g095070.3.1	869	620	726	42.6583
Solyc06g007890.3.1	568	319	0	0
Solyc09g055610.2.1	105	6.29398	0	0
Solyc04g009590.3.1	568	319	0	0
Solyc02g077240.3.1	2165	1916	3481	66.1862
Solyc03g083100.3.1	1862	1613	151	3.41037
Solyc08g006645.1.1	406	157	0	0
Solyc04g007825.1.1	1329	1080	0	0
Solyc03g044060.3.1	3067	2818	511	6.606
Solyc06g008980.3.1	1496	1247	2	0.0584282
Solyc10g050757.1.1	1464	1215	0	0
Solyc01g094710.2.1	359	110.015	0	0
Solyc05g017830.2.1	232	19.08	0	0
Solyc11g027940.2.1	462	213	0	0
Solyc03g034130.3.1	840	591	0	0
Solyc04g011990.2.1	3364	3115	6	0.0701701
Solyc07g017560.3.1	2822	2573	0	0
Solyc01g005380.2.1	1818	1569	211.671	4.9147
Solyc12g005820.2.1	826	577	7	0.441958
Solyc03g116170.3.1	1234	985	616	22.7826
Solyc04g016010.3.1	2019	1770	465.222	9.57516
Solyc12g098590.2.1	2992	2743	547	7.26475
Solyc03g082575.1.1	2097	1848	2237.99	44.118
Solyc09g020070.2.1	1401	1152	1	0.0316232
Solyc07g017330.2.1	730	481	0	0
Solyc01g021700.2.1	1146	897	0	0
Solyc09g055550.3.1	1685	1436	68	1.7251
Solyc01g014537.1.1	654	405	4	0.359802
Solyc03g098750.3.1	1586	1337	1648	44.904
Solyc06g054230.3.1	1995	1746	1	0.0208648
Solyc09g010340.2.1	1272	1023	0	0
Solyc06g043140.3.1	1035	786	21.8592	1.01314
Solyc03g034165.1.1	1203	954	43	1.64202
Solyc01g012640.2.1	561	312	0	0
Solyc05g023660.2.1	1239	990	0	0
Solyc11g008140.2.1	1826	1577	6	0.138605
Solyc02g062930.3.1	1567	1318	633	17.4963
Solyc08g066400.2.1	953	704	0	0
Solyc10g036690.2.1	93	5.90448	0	0
Solyc09g011710.3.1	939	690	1316	69.4809
Solyc12g096860.2.1	2683	2434	9	0.134704
Solyc02g063040.3.1	1276	1027	476	16.8848
Solyc06g076840.2.1	2830	2581	0	0
Solyc01g056940.2.1	756	507	2857.39	205.315
Solyc06g054620.3.1	855	606	161	9.67859
Solyc01g056270.2.1	701	452	1	0.0805973
Solyc01g020230.3.1	2531	2282	348.054	5.55635
Solyc01g014107.1.1	766	517	51	3.59367
Solyc06g052140.2.1	885	636	91.2887	5.229
Solyc05g052990.3.1	658	409	77	6.85846
Solyc06g033810.2.1	609	360	91.6713	9.27662
Solyc01g009690.2.1	2586	2337	21.0233	0.327718
Solyc02g078420.2.1	309	61.7147	0	0
Solyc07g041240.2.1	468	219	37	6.15484
Solyc12g038770.2.1	729	480	0	0
Solyc06g052080.3.1	2780	2531	527	7.58538
Solyc11g020740.2.1	90	5.8148	0	0
Solyc01g014180.3.1	976	727	19632	983.76
Solyc12g038350.2.1	872	623	0	0
Solyc03g031650.3.1	738	489	508	37.8455
Solyc11g072410.2.1	2582	2333	1109.06	17.3181
Solyc06g008100.3.1	663	414	2	0.17599
Solyc09g083445.1.1	618	369	1	0.0987262
Solyc06g064740.3.1	358	109.017	173.801	58.0785
Solyc02g062260.2.1	226	17.6374	0	0
Solyc11g006650.2.1	2753	2504	27	0.392815
Solyc10g008330.3.1	689	440	0	0
Solyc10g036640.2.1	240	21.2959	0	0
Solyc11g063580.2.1	291	47.0146	10	7.74865
Solyc01g111080.3.1	23222	22973	6294.45	9.98157
Solyc04g071540.3.1	3007	2758	760	10.0387
Solyc12g062470.2.1	485	236	0	0
Solyc06g050840.3.1	977	728	1	0.0500412
Solyc10g009530.3.1	1365	1116	1	0.0326434
Solyc07g052480.3.1	3041	2792	289.09	3.77204
Solyc01g008410.2.1	2163	1914	1	0.0190334
Solyc11g072650.2.1	1699	1450	3	0.0753724
Solyc01g101080.2.1	666	417	26.5286	2.31759
Solyc06g011490.3.1	1249	1000	575	20.9472
Solyc09g020130.3.1	1655	1406	10662.9	276.28
Solyc11g012600.2.1	1028	779	0	0
Solyc03g096645.1.1	4058	3809	3378	32.3078
Solyc02g070420.2.1	1007	758	4	0.192243
Solyc01g090710.3.1	1946	1697	0	0
Solyc05g013230.2.1	342	93.1033	0	0
Solyc11g028080.2.1	685	436	0	0
Solyc03g032030.3.1	1722	1473	82	2.02801
Solyc06g053950.2.1	645	396	2510	230.907
Solyc12g009050.2.1	2268	2019	39	0.703699
Solyc09g015100.3.1	446	197	109	20.1567
Solyc08g061740.2.1	261	29.1283	0	0
Solyc07g008020.3.1	817	568	1	0.0641373
Solyc07g005470.3.1	2223	1974	2	0.0369098
Solyc12g042880.2.1	1074	825	13	0.574048
Solyc07g066275.1.1	1327	1078	1414.3	47.795
Solyc01g017410.2.1	501	252	0	0
Solyc02g014490.3.1	2997	2748	4	0.0530276
Solyc07g014585.1.1	1067	818	3.13432	0.139588
Solyc08g059780.2.1	1452	1203	1	0.0302826
Solyc02g080590.3.1	821	572	1677	106.806
Solyc01g066580.2.1	135	7.54488	0	0
Solyc02g089930.3.1	2658	2409	721	10.9033
Solyc04g081560.3.1	2712	2463	3	0.0443727
Solyc12g010740.2.1	949	700	1277	66.4587
Solyc09g030420.3.1	357	108.019	5	1.68627
Solyc09g056430.3.1	1825	1576	49	1.13266
Solyc07g009280.3.1	518	269	0	0
Solyc07g032670.2.1	1243	994	74	2.71209
Solyc04g018000.2.1	1215	966	0	0
Solyc01g057490.3.1	442	193	59	11.1366
Solyc04g006990.3.1	1321	1072	28	0.951529
Solyc04g009900.3.1	1390	1141	408.849	13.0538
Solyc02g021063.1.1	1655	1406	152	3.93838
Solyc04g072470.3.1	508	259	1	0.140656
Solyc06g082020.3.1	489	240	0	0
Solyc11g072800.2.1	4144	3895	4	0.037412
Solyc08g080110.3.1	2880	2631	1120	15.508
Solyc08g074680.2.1	5534	5285	0	0
Solyc00g005850.2.1	566	317	6	0.689526
Solyc12g009745.1.1	2898	2649	2.5	0.0343809
Solyc10g008210.3.1	4197	3948	0	0
Solyc06g072480.1.1	516	267	0	0
Solyc09g057715.1.1	519	270	0	0
Solyc05g015710.3.1	1126	877	1059	43.9901
Solyc12g097070.2.1	1320	1071	117	3.97975
Solyc12g019340.1.1	183	10.9998	0	0
Solyc05g006260.1.1	183	10.9998	0	0
Solyc01g067380.3.1	1781	1532	1823	43.3498
Solyc12g042120.2.1	508	259	41.9527	5.90091
Solyc07g006800.1.1	1362	1113	0	0
Solyc09g009280.1.1	885	636	2	0.11456
Solyc06g005070.2.1	2155	1906	0	0
Solyc11g066760.2.1	2304	2055	419	7.42782
Solyc06g071540.3.1	3375	3126	36	0.419539
Solyc09g065150.1.1	150	8.37643	0	0
Solyc10g081230.2.1	1185	936	0	0
Solyc01g106390.3.1	2020	1771	800	16.4562
Solyc09g007080.3.1	5868	5619	1566.33	10.1551
Solyc11g066500.2.1	3576	3327	913	9.99717
Solyc01g102637.1.1	282	40.7328	4	3.57745
Solyc03g060510.3.1	1738	1489	202	4.94215
Solyc11g066460.1.1	651	402	312	28.274
Solyc06g082800.3.1	1406	1157	1592	50.1266
Solyc01g105290.3.1	1594	1345	992	26.8688
Solyc08g062965.1.1	528	279	0	0
Solyc03g058900.2.1	501	252	0	0
Solyc11g011542.1.1	477	228	59	9.42706
Solyc03g007860.1.1	558	309	547	64.4893
Solyc06g048620.3.1	4542	4293	10	0.084859
Solyc03g006490.3.1	1155	906	108	4.34265
Solyc11g017373.1.1	738	489	78	5.81092
Solyc09g060100.3.1	5908	5659	92.7856	0.59731
Solyc03g006950.2.1	2238	1989	0	0
Solyc03g114300.3.1	2676	2427	555	8.33071
Solyc02g011755.1.1	321	72.7051	0	0
Solyc11g010105.1.1	741	492	214	15.8456
Solyc09g092080.3.1	862	613	327.273	19.4495
Solyc05g055160.3.1	2243	1994	70415.6	1286.48
Solyc06g053780.3.1	2021	1772	17	0.349498
Solyc07g055920.3.1	1156	907	4748.94	190.743
Solyc02g062040.3.1	1448	1199	692.391	21.0374
Solyc05g046390.3.1	754	505	3471	250.393
Solyc09g042300.2.1	2512	2263	75.561	1.21639
Solyc03g044600.2.1	1206	957	56.7786	2.16138
Solyc11g067270.1.1	1293	1044	0	0
Solyc09g083370.3.1	1089	840	300.272	13.0225
Solyc09g018235.1.1	789	540	0	0
Solyc03g115845.1.1	300	54.0423	4	2.6964
Solyc07g065280.3.1	693	444	2279	186.991
Solyc10g018885.1.1	357	108.019	423	142.658
Solyc10g051050.2.1	2773	2524	22.3895	0.323158
Solyc03g007680.3.1	1191	942	612	23.6679
Solyc03g115800.1.1	1281	1032	25	0.882509
Solyc05g005910.3.1	1815	1566	134.166	3.12111
Solyc07g032300.1.1	213	15.0421	0	0
Solyc01g091860.3.1	3645	3396	825.108	8.8512
Solyc12g098660.2.1	1485	1236	93	2.74109
Solyc04g057890.3.1	4289	4040	3314	29.8834
Solyc06g008960.3.1	4420	4171	3090	26.9884
Solyc02g030520.1.1	69	5.25923	0	0
Solyc10g044967.1.1	720	471	0	0
Solyc07g026705.1.1	641	392	8	0.743469
Solyc07g039384.1.1	453	204	0	0
Solyc08g005440.3.1	3192	2943	10	0.123785
Solyc01g005610.3.1	1068	819	0	0
Solyc04g050345.1.1	390	141	0	0
Solyc10g086290.2.1	1363	1114	0	0
Solyc12g035860.1.1	315	67.1199	1	0.54276
Solyc05g016473.1.1	3230	2981	0	0
Solyc02g088954.1.1	675	426	3.03899	0.259883
Solyc08g082330.3.1	484	235	4	0.620085
Solyc05g026050.3.1	1505	1256	2372	68.7993
Solyc10g050630.1.1	315	67.1199	0	0
Solyc07g039540.1.1	246	23.2096	0	0
Solyc01g096185.1.1	435	186	145	28.3997
Solyc07g021740.2.1	811	562	0	0
Solyc02g062375.1.1	3217	2968	2590.08	31.7913
Solyc12g009620.2.1	1820	1571	1612	37.3807
Solyc05g012170.2.1	783	534	0	0
Solyc01g103803.1.1	699	450	0	0
Solyc12g087900.2.1	1377	1128	0	0
Solyc09g090660.3.1	2092	1843	3131.84	61.9061
Solyc02g081700.1.1	747	498	1873	137.015
Solyc08g079580.1.1	447	198	0	0
Solyc04g057880.3.1	6172	5923	928.999	5.7139
Solyc05g021090.3.1	1542	1293	3.08222	0.0868409
Solyc06g082000.3.1	2271	2022	174	3.13492
Solyc11g045540.1.1	447	198	0	0
Solyc10g084360.1.1	165	9.40544	0	0
Solyc03g062745.1.1	441	192	25.4005	4.81948
Solyc04g050550.2.1	2358	2109	423	7.30672
Solyc05g024454.1.1	521	272	0	0
Solyc09g016957.1.1	339	90.1399	0	0
Solyc09g060170.1.1	1035	786	0	0
Solyc05g055790.3.1	2662	2413	1330	20.0795
Solyc01g096255.1.1	405	156	0.380952	0.088962
Solyc05g054170.3.1	4313	4064	471	4.22208
Solyc01g005730.3.1	3708	3459	169.963	1.79004
Solyc10g018355.1.1	780	531	0	0
Solyc08g076830.1.1	1026	777	134	6.28265
Solyc10g045040.1.1	225	17.4134	0	0
Solyc03g081203.1.1	183	10.9998	0	0
Solyc02g085700.2.1	2892	2643	1255	17.2984
Solyc12g008580.2.1	2991	2742	504	6.6961
Solyc08g014290.1.1	1188	939	431	16.7213
Solyc01g102970.3.1	2799	2550	1166	16.6578
Solyc08g044540.1.1	225	17.4134	0	0
Solyc06g060270.3.1	3396	3147	116	1.34283
Solyc06g072570.3.1	1211	962	602	22.7971
Solyc01g109070.2.1	616	367	607	60.2534
Solyc05g041900.1.1	285	42.7398	0	0
Solyc01g010050.3.1	1875	1626	1471.55	32.9696
Solyc08g061450.2.1	1512	1263	81	2.33636
Solyc10g055740.2.1	1711	1462	10	0.249179
Solyc01g086900.3.1	3177	2928	641	7.97528
Solyc11g007120.2.1	1251	1002	831	30.2129
Solyc01g104448.1.1	516	267	3	0.409326
Solyc01g060410.3.1	279	38.8143	0	0
Solyc02g080470.3.1	3187	2938	1063	13.1808
Solyc08g045760.1.1	261	29.1283	0	0
Solyc11g008720.2.1	2785	2536	1505	21.6195
Solyc05g051840.1.1	1134	885	575	23.6692
Solyc02g084550.3.1	1100	851	1745	74.7007
Solyc04g017965.1.1	300	54.0423	0	0
Solyc07g045250.1.1	213	15.0421	0	0
Solyc02g092420.3.1	2392	2143	7	0.118997
Solyc10g055650.2.1	3037	2788	1308	17.0913
Solyc07g007290.1.1	1572	1323	0	0
Solyc06g068930.2.1	1137	888	0	0
Solyc05g009050.3.1	4077	3828	43	0.409219
Solyc04g054730.3.1	2506	2257	2	0.0322818
Solyc03g034201.1.1	498	249	0	0
Solyc06g007165.1.1	2062	1813	0	0
Solyc03g013630.3.1	2749	2500	280.333	4.08501
Solyc03g112200.1.1	756	507	133	9.55658
Solyc02g083630.3.1	2225	1976	30	0.553087
Solyc02g092810.3.1	868	619	323	19.0095
Solyc10g082060.1.1	759	510	0	0
Solyc01g087570.2.1	548	299	98	11.9403
Solyc09g063140.3.1	2272	2023	1171.24	21.0915
Solyc01g060210.3.1	456	207	8	1.40792
Solyc02g069515.1.1	1210	961	91	3.44966
Solyc02g070210.3.1	1637	1388	2	0.0524928
Solyc09g008950.1.1	828	579	0	0
Solyc03g116390.3.1	617	368	110	10.8894
Solyc06g071340.1.1	96	5.99709	0	0
Solyc11g017470.2.1	1385	1136	5655	181.348
Solyc02g030630.1.1	921	672	0	0
Solyc08g083175.1.1	396	147	0	0
Solyc08g048250.3.1	1857	1608	369	8.35986
Solyc12g032937.1.1	345	96.0755	0	0
Solyc09g009190.3.1	2730	2481	620	9.10382
Solyc12g006870.2.1	1232	983	972	36.0223
Solyc07g008350.3.1	1670	1421	2575	66.0149
Solyc08g068640.3.1	5247	4998	58.6755	0.42768
Solyc02g021520.1.1	279	38.8143	0	0
Solyc09g007250.3.1	1648	1399	5405.75	140.766
Solyc12g087870.2.1	1737	1488	0	0
Solyc03g058213.1.1	309	61.7147	4	2.36118
Solyc02g079280.3.1	1274	1025	0	0
Solyc08g008630.3.1	1303	1054	334	11.5442
Solyc06g005310.3.1	1358	1109	0	0
Solyc12g049120.2.1	1332	1083	0	0
Solyc09g072940.2.1	858	609	0	0
Solyc08g075540.3.1	2634	2385	1204	18.3906
Solyc09g091510.3.1	1452	1203	529	16.0195
Solyc04g016177.1.1	1251	1002	27.1266	0.98625
Solyc03g120050.3.1	1594	1345	218.494	5.91802
Solyc05g018453.1.1	867	618	0	0
Solyc07g065320.3.1	4946	4697	60	0.465361
Solyc05g013560.3.1	448	199	1	0.183065
Solyc01g108380.2.1	1059	810	0	0
Solyc06g035943.1.1	780	531	0	0
Solyc08g006251.1.1	678	429	0	0
Solyc05g025810.3.1	1306	1057	1073	36.9814
Solyc03g115350.2.1	507	258	0	0
Solyc12g011190.2.1	1418	1169	407	12.6835
Solyc11g071423.1.1	2259	2010	60.315	1.09317
Solyc10g045555.1.1	393	144	0	0
Solyc08g080585.1.1	714	465	0	0
Solyc02g005115.1.1	550	301	15.0285	1.81889
Solyc02g086660.3.1	3546	3297	2030	22.4303
Solyc04g070987.1.1	535	286	0	0
Solyc03g096193.1.1	399	150	0	0
Solyc10g074520.2.1	1668	1419	179	4.59547
Solyc02g065360.3.1	2862	2613	468	6.52477
Solyc01g020570.2.1	1065	816	0	0
Solyc02g076790.3.1	1037	788	1109	51.2701
Solyc03g080115.1.1	945	696	0	0
Solyc03g005470.3.1	839	590	3882	239.697
Solyc05g047540.3.1	4664	4415	162.703	1.34253
Solyc11g020471.1.1	882	633	0	0
Solyc05g005770.3.1	1621	1372	467	12.4
Solyc03g044420.2.1	1271	1022	69	2.45956
Solyc06g072135.1.1	1409	1160	280	8.79344
Solyc04g054760.3.1	876	627	479	27.8309
Solyc05g014177.1.1	448	199	0	0
Solyc03g111705.1.1	792	543	0	0
Solyc07g015850.1.1	507	258	0	0
Solyc03g063290.3.1	850	601	444	26.9133
Solyc09g020190.3.1	2061	1812	7326	147.288
Solyc11g008340.2.1	3580	3331	2646	28.9384
Solyc12g019777.1.1	477	228	0	0
Solyc09g082740.1.1	288	44.8343	0	0
Solyc03g051820.1.1	411	162	0	0
Solyc01g108820.1.1	768	519	0	0
Solyc09g008917.1.1	192	11.994	0	0
Solyc11g072320.2.1	4765	4516	6604.2	53.2752
Solyc03g112770.3.1	871	622	789	46.211
Solyc04g054430.2.1	1054	805	2855	129.202
Solyc10g052660.2.1	600	351	1514	157.137
Solyc04g083160.2.1	2894	2645	0	0
Solyc02g088510.3.1	1452	1203	1630	49.3607
Solyc02g086920.2.1	2778	2529	0	0
Solyc04g039830.2.1	636	387	5.24545	0.493777
Solyc08g062387.1.1	405	156	0	0
Solyc03g117720.3.1	1465	1216	21	0.629136
Solyc04g074165.1.1	420	171	16	3.40865
Solyc07g063080.3.1	2851	2602	5	0.0700038
Solyc11g062195.1.1	489	240	1	0.151792
Solyc07g062020.2.1	849	600	0	0
Solyc04g050823.1.1	585	336	0	0
Solyc01g108080.3.1	384	135.001	0	0
Solyc08g066460.2.1	935	686	0	0
Solyc08g006000.3.1	1005	756	1825	87.9427
Solyc03g007825.1.1	885	636	77.8183	4.45742
Solyc03g031655.1.1	882	633	18.8395	1.08424
Solyc09g066400.2.1	1555	1306	0	0
Solyc01g091800.3.1	1494	1245	240	7.02265
Solyc06g054690.3.1	2403	2154	960	16.2362
Solyc12g056673.1.1	810	561	0	0
Solyc09g065250.2.1	962	713	0	0
Solyc04g049485.1.1	625	376	0	0
Solyc09g084460.3.1	645	396	0	0
Solyc02g067925.1.1	7689	7440	800.013	3.91727
Solyc12g006750.1.1	252	25.369	0	0
Solyc03g122240.3.1	3244	2995	751	9.13486
Solyc01g109550.2.1	978	729	1	0.0499725
Solyc06g007920.2.1	490	241	0	0
Solyc01g109780.3.1	2980	2731	2368.09	31.5889
Solyc06g008460.2.1	390	141	0	0
Solyc06g011460.1.1	600	351	0	0
Solyc01g081630.3.1	2503	2254	0	0
Solyc09g011040.1.1	1290	1041	237	8.29386
Solyc01g080080.3.1	1806	1557	1292	30.2296
Solyc10g081420.2.1	6066	5817	61.657	0.386138
Solyc06g005780.1.1	357	108.019	0	0
Solyc01g094080.3.1	2132	1883	2138.51	41.3732
Solyc06g069570.3.1	1494	1245	719.049	21.0401
Solyc01g104590.3.1	2202	1953	27955	521.454
Solyc02g067510.3.1	922	673	0	0
Solyc12g062920.2.1	195	12.3615	0	0
Solyc12g007050.1.1	198	12.7491	0	0
Solyc03g026413.1.1	183	10.9998	0	0
Solyc09g064220.2.1	438	189	0	0
Solyc12g038970.2.1	2016	1767	6411	132.175
Solyc07g032745.1.1	1125	876	8.89947	0.3701
Solyc02g078430.3.1	795	546	0	0
Solyc10g054040.2.1	1864	1615	6	0.135344
Solyc03g121770.2.1	2064	1815	23	0.461647
Solyc09g072870.3.1	1463	1214	7019.84	210.653
Solyc03g063690.1.1	1791	1542	127	3.00039
Solyc11g067200.2.1	4337	4088	3107	27.6879
Solyc09g055900.3.1	1694	1445	212	5.34474
Solyc01g105230.3.1	7135	6886	1116.62	5.90739
Solyc03g120475.1.1	919	670	6	0.326239
Solyc08g007950.3.1	3366	3117	728	8.50851
Solyc06g050185.1.1	204	13.5904	0	0
Solyc04g016060.1.1	846	597	12	0.732261
Solyc02g062170.3.1	1014	765	0	0
Solyc08g076500.3.1	207	14.0473	0	0
Solyc08g066190.2.1	2450	2201	0	0
Solyc09g007320.3.1	2220	1971	2006.45	37.0851
Solyc05g012550.3.1	1211	962	36.2169	1.3715
Solyc06g073033.1.1	438	189	0	0
Solyc02g090135.1.1	2374	2125	420	7.20028
Solyc06g051060.3.1	1647	1398	0	0
Solyc03g007500.3.1	2046	1797	1159.68	23.5098
Solyc07g042093.1.1	654	405	0	0
Solyc06g076130.3.1	5236	4987	79	0.577094
Solyc06g076910.2.1	6763	6514	152.492	0.852822
Solyc12g013870.2.1	1226	977	1080	40.2706
Solyc02g081570.3.1	2085	1836	2.05556	0.0407866
Solyc07g005740.1.1	1431	1182	110	3.39027
Solyc02g086850.2.1	2888	2639	0	0
Solyc11g011130.2.1	1870	1621	852	19.1477
Solyc03g118660.3.1	1672	1423	1208	30.9258
Solyc05g009890.1.1	1362	1113	0	0
Solyc02g030220.1.1	1017	768	0	0
Solyc02g069547.1.1	744	495	0	0
Solyc09g008940.3.1	1682	1433	318	8.08425
Solyc05g006323.1.1	1341	1092	1149	38.3315
Solyc01g100590.3.1	1474	1225	1372	40.8016
Solyc11g068810.2.1	709	460	726	57.496
Solyc10g047480.1.1	1443	1194	0	0
Solyc01g086970.3.1	585	336	34555	3746.54
Solyc02g069730.3.1	1243	994	1	0.0366499
Solyc09g055235.1.1	561	312	0	0
Solyc07g025120.1.1	234	19.6009	0	0
Solyc09g097865.1.1	3472	3223	3	0.0339094
Solyc06g073100.3.1	1203	954	0	0
Solyc10g080045.1.1	1790	1541	271	6.40657
Solyc06g060970.2.1	6163	5914	76.3554	0.470346
Solyc06g066470.3.1	240	21.2959	39	66.7156
Solyc03g025340.1.1	1050	801	3168	144.083
Solyc02g091570.1.1	1125	876	1	0.0415867
Solyc03g118120.3.1	830	581	56	3.51132
Solyc12g013480.2.1	197	12.6175	0	0
Solyc02g068620.1.1	375	126.002	0	0
Solyc03g082975.1.1	456	207	166.075	29.2275
Solyc12g089293.1.1	768	519	2.82877	0.198559
Solyc12g096130.2.1	84	5.64376	0	0
Solyc01g080530.3.1	1352	1103	668	22.0628
Solyc05g014980.3.1	1193	944	585	22.5758
Solyc04g024340.3.1	972	723	1066	53.7128
Solyc03g081290.1.1	297	51.6221	0	0
Solyc02g069230.3.1	4256	4007	1303	11.8463
Solyc12g099420.2.1	2427	2178	329	5.50297
Solyc02g030185.1.1	1050	801	4.72495	0.214893
Solyc11g012840.2.1	1311	1062	1045.42	35.8611
Solyc09g098470.2.1	2529	2280	0	0
Solyc08g006290.2.1	798	549	0	0
Solyc03g005730.3.1	1807	1558	5320	124.395
Solyc02g083130.3.1	1482	1233	101	2.98413
Solyc03g025860.3.1	1991	1742	6	0.125476
Solyc04g005030.3.1	2062	1813	3901	78.3857
Solyc01g073940.3.1	2300	2051	429	7.61992
Solyc08g062700.3.1	2066	1817	3975	79.6968
Solyc06g084170.3.1	406	157	15.9227	3.69467
Solyc11g050810.1.1	720	471	0	0
Solyc03g083385.1.1	372	123.003	0	0
Solyc09g066495.1.1	479	230	342.804	54.2971
