target_id	length	eff_length	est_counts	tpm
Solyc04g071540.3.1	3007	2758	668	10.7883
Solyc12g062470.2.1	485	236	0	0
Solyc06g050840.3.1	977	728	38	2.32499
Solyc10g009530.3.1	1365	1116	0	0
Solyc07g052480.3.1	3041	2792	601.452	9.59521
Solyc01g008410.2.1	2163	1914	1.13102	0.0263206
Solyc11g072650.2.1	1699	1450	6	0.184311
Solyc01g101080.2.1	666	417	30.2657	3.23284
Solyc06g011490.3.1	1249	1000	348	15.5006
Solyc09g020130.3.1	1655	1406	3630.39	115.01
Solyc11g012600.2.1	1028	779	0	0
Solyc03g096645.1.1	4058	3809	794	9.28493
Solyc02g070420.2.1	1007	758	7	0.411337
Solyc01g090710.3.1	1946	1697	4	0.10499
Solyc05g013230.2.1	342	93.1033	0	0
Solyc11g028080.2.1	685	436	0	0
Solyc03g032030.3.1	1722	1473	83	2.50983
Solyc06g053950.2.1	645	396	1974	222.035
Solyc12g009050.2.1	2268	2019	14	0.308859
Solyc09g015100.3.1	446	197	38	8.59184
Solyc08g061740.2.1	261	29.1283	0	0
Solyc07g008020.3.1	817	568	4	0.313675
Solyc07g005470.3.1	2223	1974	2	0.0451286
Solyc12g042880.2.1	1074	825	7	0.377931
Solyc07g066275.1.1	1327	1078	743.107	30.7045
Solyc01g017410.2.1	501	252	0	0
Solyc02g014490.3.1	2997	2748	1	0.0162088
Solyc07g014585.1.1	1067	818	0	0
Solyc08g059780.2.1	1452	1203	0	0
Solyc02g080590.3.1	821	572	1864	145.151
Solyc01g066580.2.1	135	7.54488	0	0
Solyc02g089930.3.1	2658	2409	592	10.946
Solyc04g081560.3.1	2712	2463	1	0.0180844
Solyc12g010740.2.1	949	700	621	39.515
Solyc09g030420.3.1	357	108.019	3	1.23705
Solyc09g056430.3.1	1825	1576	83	2.3458
Solyc07g009280.3.1	518	269	0	0
Solyc07g032670.2.1	1243	994	49	2.19573
Solyc04g018000.2.1	1215	966	0	0
Solyc01g057490.3.1	442	193	26	6.00047
Solyc04g006990.3.1	1321	1072	24	0.997207
Solyc04g009900.3.1	1390	1141	36.8053	1.43679
Solyc02g021063.1.1	1655	1406	83.6	2.64844
Solyc04g072470.3.1	508	259	1	0.171977
Solyc06g082020.3.1	489	240	0	0
Solyc11g072800.2.1	4144	3895	1	0.0114357
Solyc08g080110.3.1	2880	2631	521	8.82035
Solyc08g074680.2.1	5534	5285	0	0
Solyc00g005850.2.1	566	317	0	0
Solyc12g009745.1.1	2898	2649	28.4178	0.477834
Solyc10g008210.3.1	4197	3948	0	0
Solyc06g072480.1.1	516	267	0	0
Solyc09g057715.1.1	519	270	0	0
Solyc05g015710.3.1	1126	877	804	40.8343
Solyc12g097070.2.1	1320	1071	102	4.24209
Solyc12g019340.1.1	183	10.9998	0	0
Solyc05g006260.1.1	183	10.9998	0	0
Solyc01g067380.3.1	1781	1532	649	18.8693
Solyc12g042120.2.1	508	259	4	0.687906
Solyc07g006800.1.1	1362	1113	0	0
Solyc09g009280.1.1	885	636	1	0.0700345
Solyc06g005070.2.1	2155	1906	0	0
Solyc11g066760.2.1	2304	2055	293	6.35075
Solyc06g071540.3.1	3375	3126	51	0.726692
Solyc09g065150.1.1	150	8.37643	0	0
Solyc10g081230.2.1	1185	936	57.6035	2.74121
Solyc01g106390.3.1	2020	1771	1202	30.2312
Solyc09g007080.3.1	5868	5619	638.971	5.06514
Solyc11g066500.2.1	3576	3327	721	9.65276
Solyc01g102637.1.1	282	40.7328	0	0
Solyc03g060510.3.1	1738	1489	86	2.5726
Solyc11g066460.1.1	651	402	209	23.1574
Solyc06g082800.3.1	1406	1157	950	36.5729
Solyc01g105290.3.1	1594	1345	1041	34.4744
Solyc08g062965.1.1	528	279	0	0
Solyc03g058900.2.1	501	252	0	0
Solyc11g011542.1.1	477	228	43	8.40045
Solyc03g007860.1.1	558	309	137	19.7484
Solyc06g048620.3.1	4542	4293	72	0.747034
Solyc03g006490.3.1	1155	906	122	5.99792
Solyc11g017373.1.1	738	489	20	1.82176
Solyc09g060100.3.1	5908	5659	55.6306	0.437868
Solyc03g006950.2.1	2238	1989	0	0
Solyc03g114300.3.1	2676	2427	178	3.26677
Solyc02g011755.1.1	321	72.7051	0	0
Solyc11g010105.1.1	741	492	79	7.15206
Solyc09g092080.3.1	862	613	242.544	17.6238
Solyc05g055160.3.1	2243	1994	31083.2	694.336
Solyc06g053780.3.1	2021	1772	35	0.879778
Solyc07g055920.3.1	1156	907	5488.51	269.536
Solyc02g062040.3.1	1448	1199	594	22.0666
Solyc05g046390.3.1	754	505	3016	266.017
Solyc09g042300.2.1	2512	2263	6.03854	0.118855
Solyc03g044600.2.1	1206	957	57.386	2.67093
Solyc11g067270.1.1	1293	1044	0	0
Solyc09g083370.3.1	1089	840	281.321	14.9174
Solyc09g018235.1.1	789	540	0	0
Solyc03g115845.1.1	300	54.0423	5	4.12102
Solyc07g065280.3.1	693	444	1643	164.825
Solyc10g018885.1.1	357	108.019	42	17.3187
Solyc10g051050.2.1	2773	2524	21	0.370594
Solyc03g007680.3.1	1191	942	520	24.5879
Solyc03g115800.1.1	1281	1032	12	0.517929
Solyc05g005910.3.1	1815	1566	13	0.36976
Solyc07g032300.1.1	213	15.0421	0	0
Solyc01g091860.3.1	3645	3396	401.445	5.26535
Solyc12g098660.2.1	1485	1236	82	2.95505
Solyc04g057890.3.1	4289	4040	2122.33	23.3992
Solyc06g008960.3.1	4420	4171	789	8.42569
Solyc02g030520.1.1	69	5.25923	0	0
Solyc10g044967.1.1	720	471	0	0
Solyc07g026705.1.1	641	392	0	0
Solyc07g039384.1.1	453	204	0	0
Solyc08g005440.3.1	3192	2943	8	0.121079
Solyc01g005610.3.1	1068	819	0	0
Solyc04g050345.1.1	390	141	0	0
Solyc10g086290.2.1	1363	1114	6	0.239903
Solyc12g035860.1.1	315	67.1199	0	0
Solyc05g016473.1.1	3230	2981	0	0
Solyc02g088954.1.1	675	426	5	0.522792
Solyc08g082330.3.1	484	235	4	0.75816
Solyc05g026050.3.1	1505	1256	3083	109.333
Solyc10g050630.1.1	315	67.1199	0	0
Solyc07g039540.1.1	246	23.2096	0	0
Solyc01g096185.1.1	435	186	51	12.2131
Solyc07g021740.2.1	811	562	0	0
Solyc02g062375.1.1	3217	2968	598	8.97442
Solyc12g009620.2.1	1820	1571	969	27.4737
Solyc05g012170.2.1	783	534	0	0
Solyc01g103803.1.1	699	450	0	0
Solyc12g087900.2.1	1377	1128	0	0
Solyc09g090660.3.1	2092	1843	1623.69	39.2415
Solyc02g081700.1.1	747	498	2116	189.258
Solyc08g079580.1.1	447	198	0	0
Solyc04g057880.3.1	6172	5923	416.671	3.13343
Solyc05g021090.3.1	1542	1293	0	0
Solyc06g082000.3.1	2271	2022	12	0.264344
Solyc11g045540.1.1	447	198	0	0
Solyc10g084360.1.1	165	9.40544	0	0
Solyc03g062745.1.1	441	192	19.3552	4.49019
Solyc04g050550.2.1	2358	2109	114	2.40767
Solyc05g024454.1.1	521	272	0	0
Solyc09g016957.1.1	339	90.1399	0	0
Solyc09g060170.1.1	1035	786	0	0
Solyc05g055790.3.1	2662	2413	490	9.04498
Solyc01g096255.1.1	405	156	0	0
Solyc05g054170.3.1	4313	4064	1721	18.8624
Solyc01g005730.3.1	3708	3459	557.386	7.17752
Solyc10g018355.1.1	780	531	0	0
Solyc08g076830.1.1	1026	777	21	1.20384
Solyc10g045040.1.1	225	17.4134	0	0
Solyc03g081203.1.1	183	10.9998	0	0
Solyc02g085700.2.1	2892	2643	1802	30.3687
Solyc12g008580.2.1	2991	2742	127	2.06303
Solyc08g014290.1.1	1188	939	626	29.6946
Solyc01g102970.3.1	2799	2550	602	10.5154
Solyc08g044540.1.1	225	17.4134	0	0
Solyc06g060270.3.1	3396	3147	26	0.367998
Solyc06g072570.3.1	1211	962	366	16.9463
Solyc01g109070.2.1	616	367	448	54.3727
Solyc05g041900.1.1	285	42.7398	0	0
Solyc01g010050.3.1	1875	1626	670.384	18.3642
Solyc08g061450.2.1	1512	1263	60	2.11601
Solyc10g055740.2.1	1711	1462	25	0.761661
Solyc01g086900.3.1	3177	2928	249	3.78789
Solyc11g007120.2.1	1251	1002	1042	46.32
Solyc01g104448.1.1	516	267	3	0.500471
Solyc01g060410.3.1	279	38.8143	0	0
Solyc02g080470.3.1	3187	2938	938	14.2207
Solyc08g045760.1.1	261	29.1283	0	0
Solyc11g008720.2.1	2785	2536	2580	45.3147
Solyc05g051840.1.1	1134	885	406	20.4339
Solyc02g084550.3.1	1100	851	1118	58.5169
Solyc04g017965.1.1	300	54.0423	0	0
Solyc07g045250.1.1	213	15.0421	0	0
Solyc02g092420.3.1	2392	2143	0	0
Solyc10g055650.2.1	3037	2788	1073	17.1426
Solyc07g007290.1.1	1572	1323	0	0
Solyc06g068930.2.1	1137	888	0	0
Solyc05g009050.3.1	4077	3828	76	0.884322
Solyc04g054730.3.1	2506	2257	140	2.7629
Solyc03g034201.1.1	498	249	0	0
Solyc06g007165.1.1	2062	1813	0	0
Solyc03g013630.3.1	2749	2500	492	8.76585
Solyc03g112200.1.1	756	507	294	25.829
Solyc02g083630.3.1	2225	1976	22	0.495912
Solyc02g092810.3.1	868	619	148	10.6498
Solyc10g082060.1.1	759	510	0	0
Solyc01g087570.2.1	548	299	212	31.5816
Solyc09g063140.3.1	2272	2023	296.575	6.52991
Solyc01g060210.3.1	456	207	4	0.860713
Solyc02g069515.1.1	1210	961	32	1.48319
Solyc02g070210.3.1	1637	1388	4	0.128363
Solyc09g008950.1.1	828	579	0	0
Solyc03g116390.3.1	617	368	255	30.8646
Solyc06g071340.1.1	96	5.99709	0	0
Solyc11g017470.2.1	1385	1136	4344	170.326
Solyc02g030630.1.1	921	672	0	0
Solyc08g083175.1.1	396	147	0	0
Solyc08g048250.3.1	1857	1608	880	24.3762
Solyc12g032937.1.1	345	96.0755	0	0
Solyc09g009190.3.1	2730	2481	557	9.99994
Solyc12g006870.2.1	1232	983	963	43.6357
Solyc07g008350.3.1	1670	1421	1362	42.6925
Solyc08g068640.3.1	5247	4998	669.401	5.96567
Solyc02g021520.1.1	279	38.8143	0	0
Solyc09g007250.3.1	1648	1399	4622.71	147.18
Solyc12g087870.2.1	1737	1488	6	0.179604
Solyc03g058213.1.1	309	61.7147	2	1.44348
Solyc02g079280.3.1	1274	1025	13	0.564922
Solyc08g008630.3.1	1303	1054	224	9.46621
Solyc06g005310.3.1	1358	1109	0	0
Solyc12g049120.2.1	1332	1083	0	0
Solyc09g072940.2.1	858	609	0	0
Solyc08g075540.3.1	2634	2385	10312	192.585
Solyc09g091510.3.1	1452	1203	8636	319.754
Solyc04g016177.1.1	1251	1002	3.00373	0.133525
Solyc03g120050.3.1	1594	1345	53.7575	1.78027
Solyc05g018453.1.1	867	618	0	0
Solyc07g065320.3.1	4946	4697	87	0.825026
Solyc05g013560.3.1	448	199	0	0
Solyc01g108380.2.1	1059	810	0	0
Solyc06g035943.1.1	780	531	0	0
Solyc08g006251.1.1	678	429	0	0
Solyc05g025810.3.1	1306	1057	506	21.3228
Solyc03g115350.2.1	507	258	0	0
Solyc12g011190.2.1	1418	1169	236	8.99221
Solyc11g071423.1.1	2259	2010	24.9076	0.551957
Solyc10g045555.1.1	393	144	0	0
Solyc08g080585.1.1	714	465	0	0
Solyc02g005115.1.1	550	301	18.0547	2.67173
Solyc02g086660.3.1	3546	3297	1055.44	14.2588
Solyc04g070987.1.1	535	286	0.220616	0.034359
Solyc03g096193.1.1	399	150	0	0
Solyc10g074520.2.1	1668	1419	73	2.29144
Solyc02g065360.3.1	2862	2613	303	5.16502
Solyc01g020570.2.1	1065	816	0	0
Solyc02g076790.3.1	1037	788	508	28.7148
Solyc03g080115.1.1	945	696	0	0
Solyc03g005470.3.1	839	590	3032	228.9
Solyc05g047540.3.1	4664	4415	51.1262	0.5158
Solyc11g020471.1.1	882	633	0	0
Solyc05g005770.3.1	1621	1372	326	10.5836
Solyc03g044420.2.1	1271	1022	68	2.96365
Solyc06g072135.1.1	1409	1160	204	7.83323
Solyc04g054760.3.1	876	627	273	19.3938
Solyc05g014177.1.1	448	199	0	0
Solyc03g111705.1.1	792	543	0	0
Solyc07g015850.1.1	507	258	0	0
Solyc03g063290.3.1	850	601	422.69	31.3268
Solyc09g020190.3.1	2061	1812	2657	65.3134
Solyc11g008340.2.1	3580	3331	1488	19.8974
Solyc12g019777.1.1	477	228	0	0
Solyc09g082740.1.1	288	44.8343	0	0
Solyc03g051820.1.1	411	162	0	0
Solyc01g108820.1.1	768	519	0	0
Solyc09g008917.1.1	192	11.994	0	0
Solyc11g072320.2.1	4765	4516	4034.13	39.7891
Solyc03g112770.3.1	871	622	699	50.0559
Solyc04g054430.2.1	1054	805	2685	148.565
Solyc10g052660.2.1	600	351	2591	328.798
Solyc04g083160.2.1	2894	2645	3	0.0505201
Solyc02g088510.3.1	1452	1203	175	6.4795
Solyc02g086920.2.1	2778	2529	2	0.0352249
Solyc04g039830.2.1	636	387	0	0
Solyc08g062387.1.1	405	156	0	0
Solyc03g117720.3.1	1465	1216	44	1.61171
Solyc04g074165.1.1	420	171	17	4.42814
Solyc07g063080.3.1	2851	2602	1	0.0171183
Solyc11g062195.1.1	489	240	0	0
Solyc07g062020.2.1	849	600	0	0
Solyc04g050823.1.1	585	336	0	0
Solyc01g108080.3.1	384	135.001	6.24763	2.06134
Solyc08g066460.2.1	935	686	0	0
Solyc08g006000.3.1	1005	756	2275	134.038
Solyc03g007825.1.1	885	636	47.5395	3.32941
Solyc03g031655.1.1	882	633	1	0.0703664
Solyc09g066400.2.1	1555	1306	0	0
Solyc01g091800.3.1	1494	1245	173	6.18936
Solyc06g054690.3.1	2403	2154	1339	27.6888
Solyc12g056673.1.1	810	561	2.21323	0.175724
Solyc09g065250.2.1	962	713	0	0
Solyc04g049485.1.1	625	376	0	0
Solyc09g084460.3.1	645	396	0	0
Solyc02g067925.1.1	7689	7440	1088.43	6.51622
Solyc12g006750.1.1	252	25.369	0	0
Solyc03g122240.3.1	3244	2995	763	11.3474
Solyc01g109550.2.1	978	729	1	0.0611
Solyc06g007920.2.1	490	241	0	0
Solyc01g109780.3.1	2980	2731	1322.93	21.5767
Solyc06g008460.2.1	390	141	0	0
Solyc06g011460.1.1	600	351	0	0
Solyc01g081630.3.1	2503	2254	0	0
Solyc09g011040.1.1	1290	1041	44	1.88266
Solyc01g080080.3.1	1806	1557	591	16.907
Solyc10g081420.2.1	6066	5817	207.518	1.58901
Solyc06g005780.1.1	357	108.019	0	0
Solyc01g094080.3.1	2132	1883	2703.81	63.9579
Solyc06g069570.3.1	1494	1245	4439.48	158.83
Solyc01g104590.3.1	2202	1953	19054	434.563
Solyc02g067510.3.1	922	673	18	1.19131
Solyc12g062920.2.1	195	12.3615	0	0
Solyc12g007050.1.1	198	12.7491	0	0
Solyc03g026413.1.1	183	10.9998	0	0
Solyc09g064220.2.1	438	189	0	0
Solyc12g038970.2.1	2016	1767	1380	34.7866
Solyc07g032745.1.1	1125	876	2	0.101694
Solyc02g078430.3.1	795	546	0	0
Solyc10g054040.2.1	1864	1615	11	0.303381
Solyc03g121770.2.1	2064	1815	5	0.122705
Solyc09g072870.3.1	1463	1214	6484.88	237.932
Solyc03g063690.1.1	1791	1542	80	2.31086
Solyc11g067200.2.1	4337	4088	968	10.5471
Solyc09g055900.3.1	1694	1445	43	1.32547
Solyc01g105230.3.1	7135	6886	1344.49	8.69677
Solyc03g120475.1.1	919	670	29	1.92793
Solyc08g007950.3.1	3366	3117	359	5.13011
Solyc06g050185.1.1	204	13.5904	0	0
Solyc04g016060.1.1	846	597	1	0.0746096
Solyc02g062170.3.1	1014	765	0	0
Solyc08g076500.3.1	207	14.0473	0	0
Solyc08g066190.2.1	2450	2201	0	0
Solyc09g007320.3.1	2220	1971	258.963	5.85221
Solyc05g012550.3.1	1211	962	6.03481	0.27942
Solyc06g073033.1.1	438	189	0	0
Solyc02g090135.1.1	2374	2125	80	1.67687
Solyc06g051060.3.1	1647	1398	0	0
Solyc03g007500.3.1	2046	1797	845.701	20.9622
Solyc07g042093.1.1	654	405	0	0
Solyc06g076130.3.1	5236	4987	259	2.31329
Solyc06g076910.2.1	6763	6514	23.0177	0.157392
Solyc12g013870.2.1	1226	977	334	15.2272
Solyc02g081570.3.1	2085	1836	1.05465	0.0255862
Solyc07g005740.1.1	1431	1182	47	1.77113
Solyc02g086850.2.1	2888	2639	0	0
Solyc11g011130.2.1	1870	1621	1227	33.7156
Solyc03g118660.3.1	1672	1423	675	21.1285
Solyc05g009890.1.1	1362	1113	0	0
Solyc02g030220.1.1	1017	768	2	0.115995
Solyc02g069547.1.1	744	495	0	0
Solyc09g008940.3.1	1682	1433	132	4.10295
Solyc05g006323.1.1	1341	1092	312	12.7263
Solyc01g100590.3.1	1474	1225	1441	52.3958
Solyc11g068810.2.1	709	460	475	45.9944
Solyc10g047480.1.1	1443	1194	0	0
Solyc01g086970.3.1	585	336	4995	662.163
Solyc02g069730.3.1	1243	994	2	0.0896216
Solyc09g055235.1.1	561	312	0	0
Solyc07g025120.1.1	234	19.6009	0	0
Solyc09g097865.1.1	3472	3223	2	0.02764
Solyc06g073100.3.1	1203	954	0	0
Solyc10g080045.1.1	1790	1541	212	6.12777
Solyc06g060970.2.1	6163	5914	31.716	0.238872
Solyc06g066470.3.1	240	21.2959	2	4.18315
Solyc03g025340.1.1	1050	801	6287	349.607
Solyc02g091570.1.1	1125	876	1	0.0508469
Solyc03g118120.3.1	830	581	96	7.35977
Solyc12g013480.2.1	197	12.6175	0	0
Solyc02g068620.1.1	375	126.002	1	0.353502
Solyc03g082975.1.1	456	207	118.353	25.4669
Solyc12g089293.1.1	768	519	0	0
Solyc12g096130.2.1	84	5.64376	0	0
Solyc01g080530.3.1	1352	1103	806	32.5483
Solyc05g014980.3.1	1193	944	628	29.6317
Solyc04g024340.3.1	972	723	557	34.3151
Solyc03g081290.1.1	297	51.6221	0	0
Solyc02g069230.3.1	4256	4007	941	10.4602
Solyc12g099420.2.1	2427	2178	176	3.59935
Solyc02g030185.1.1	1050	801	1	0.0556079
Solyc11g012840.2.1	1311	1062	997.703	41.8452
Solyc09g098470.2.1	2529	2280	0	0
Solyc08g006290.2.1	798	549	0	0
Solyc03g005730.3.1	1807	1558	3267	93.4008
Solyc02g083130.3.1	1482	1233	157	5.6716
Solyc03g025860.3.1	1991	1742	16.4451	0.420491
Solyc04g005030.3.1	2062	1813	1132	27.8111
Solyc01g073940.3.1	2300	2051	544	11.8141
Solyc08g062700.3.1	2066	1817	858	21.033
Solyc06g084170.3.1	406	157	297.097	84.2883
Solyc11g050810.1.1	720	471	0	0
Solyc03g083385.1.1	372	123.003	0	0
Solyc09g066495.1.1	479	230	505.967	97.9858
Solyc06g008150.3.1	2569	2320	244	4.68458
Solyc09g075560.1.1	1104	855	57	2.96946
Solyc01g103945.1.1	303	56.5345	0	0
